1,Ian Hamilton,Keepers Of The Flame
1097,Lord Byron,Don Juan
1098,Billy Connolly,Collected Scripts
1099,"",Two Photographs (one Of Wife; One Of 1928 Blackburn Rovers Team)
1100,Virgil,The Collected Works
1101,John Foxe,Book Of Martyrs
1102,"",The Guinness Book Of Records
1103,"",His Own Anthology Of Poems
1104,Benny Green,A Compilation
1105,"",The Oxford Book Of Twentieth-century Verse (selected By Philip Larkin)
1106,"",Opera Di M. Bartolomeo Scappi (recipe Book Of Pope's Chef In 1525)
1107,"",The Biggest Value Of Pure Maths
1108,P G Wodehouse,Uncle Fred In Springtime
1109,R H Tawney,Essays On Equality
1110,P J O'rourke,Republican Party Reptile
1111,Homer,The Works
1112,W A Poucher,The Lakeland Peaks (photographs)
1113,Peter Wright,Spycatcher
1114,William Hazlitt,Collected Essays
1115,Dr Samuel Johnson,The Dictionary
1116,"",The Dictionary Of Trees And Shrubs
1117,Walter Scott,The Antiquary
1118,"",Blank Sketchbook Or Journal
1119,"",Compiled Anthology Of English Poetry
1120,J B Priestley,The Complete Works
1121,Curnonsky,Cuisine Et Vins De France
1122,"",The Michelin Guide To France
1123,Robert Bontine Cunninghame Graham,A Vanished Arcadia
1124,Ferdinand Ossendowski,"Beasts, Men And Gods"
1125,Ferdinand Ossendowski,"Men, Beasts And Gods"
1126,"",A Book On Plato
1127,Jim Swanton,Barclays World Of Cricket
1128,Hugh Johnson,Pocket Wine Book 1987
1129,Elizabeth David,An Omelette And A Glass Of Wine
1130,Sir Winston Churchill,A History Of The English-speaking Peoples
1131,"",A Cricketing Almanac
1132,William Wordsworth,The Prelude
1133,Fyodor Dostoyevsky,Crime Punishment
1134,Leonardo Da Vinci,The Complete Works
1135,H G Wells,A Quartet Of Comedies
1136,Thomas Wolfe,"Look Homeward, Angel"
1137,Robert Graves,Collected Poetry
1138,"",Book On Flora Fauna On The Island
1139,"",Handbook Of Physics
1140,"",Boy Scout Manual
1141,H G Wells,Anthology Including The History Of Mr Polly
1142,H E Bates,The Modern Short Story
1143,Louis-ferdinand Celine,Death On The Installment Plan
1144,"",The Good Food Guide
1145,Arthur Pink,Commentary On The Bible
1146,E.m Forster,Works
1147,Ruth Prawer Jhabvala,Works
1148,Anne Rice,Interview With A Vampire
1149,"",Webster's International Dictionary
1150,"",The Exchange Mart
1151,"",Cricket Annuals: 1920 Onwards
1152,J P Donleavy,"The Destinies Of Darcy Dancer, Gentleman"
1153,"",Joke Book
1154,A C Bradley,Shakespearean Tragedy
1155,"",Wisden Almanack
1156,Sir Arthur Conan Doyle,A Number Of Sherlock Holmes Novels
1157,"",Mail Order Catalogue
1158,"",Partridge's Dictionary Of Slang
1159,"",Manual On How To Swim
1160,Joseph Campbell,The Hero With The Thousand Faces
1161,Frederick Bodmer,The Loom Of Language
1162,Dante Alighieri,Inferno In Two Languages
1163,"",Blank Pages
1164,Endre Ady,Collected Poems
1165,"",The Oxford Companion To English Literature
1166,Benny Green,The Wisden Anthology Of Cricket
1167,R G Collingwood,The Principles Of Art
1168,P G Wodehouse,Collection Of Jeeves Wooster Stories
1169,"",Set Of Wisden Almanack
1170,"",A Book Of Quotations
1171,Connie Clausen,"I Love You, Honey, But The Season's Over"
1172,"",11th Edition Of Encyclopaedia Britannica
1173,G.k. Chesterton,Anthology
1174,James Herriot,Omnibus Of Books
1175,James Boswell,A Journal Of A Tour To The Hebrides
1176,Moliere,Complete Plays
1177,"",Book On Pure Mathematics
1178,Paul Brunton,The Inner Reality
1179,Auguste Rodin,The Cathedrals Of France
1180,Esther Meynell,La Petite Chronique D'anna Magdalena Bach
1181,"",Complete Webster's English Dictionary
1182,Louis Saulnier,Le Repertoire De La Cuisine
1183,"",One Year Of Issues Of The Times
1184,Gerard Manley Hopkins,Poetry
1185,Duke Ellington,Music Is My Mistress
1186,G M Trevelyan,English Social History
1187,"",Diary
1188,"",Compendium Of Wines
1189,Dave Brubeck,Musical Arrangements
1190,William Blake,The Complete Works
1191,"",Phone Book
1192,Sir Arthur Conan Doyle,The Penguin Complete Sherlock Holmes
1193,"",The New Grove Dictionary Of Music Musicians
1194,John Keats,Letters
1195,Mortimer J Adler,Great Treasury Of Western Thought
1196,"",Book Of Quotations
1197,George Bernard Shaw,Political Works And Music Criticism
1198,Italo Calvino,If On A Winter's Night A Traveller
1199,Evelyn Waugh,Brideshead Revisited (in Greek)
1200,"",Scrapbook Of Poetry
1201,"",A Year's Supply Of The Exchange Mart
1202,Flann O'brien,The Complete Works
1203,E F Benson,Lucia Novels
1204,"",Collection Of 16th And 17th Century English Poetry
1205,Geoffrey Chaucer,The Complete Works
1206,E.m Forster,A Book
1207,Louis Bruggeman,Tropical Plants And Their Cultivation
1208,John Julius Norwich,Britain's Heritage
1209,Laurie Lee,I Can't Stay Long
1210,Beethoven,Letters
1211,"",Colour Reproduction Of Renaissance Artists
1212,"",The Admiralty Seamanship Manual
1213,A E Ellis,The Rack
1214,Giorgio Vasari,Lives Of The Artists
1215,Jan Morris,Pax Britannica
1216,Tom Sharpe,The Throwback
1217,"",The Methodist Hymn Book
1218,Edmond Goncourt,Journal
1219,Julia Childs,Cookery Book
1220,"",Comprehensive World Airways Timetable
1221,Sir Banister Fletcher,A History Of Architecture On The Comparative Method
1222,William Shakespeare,The Collected Works
1223,"",Pears Cyclopaedia
1224,Sir Anton Dolin,Friends And Memories
1225,"",Field Guide To The Birds Of The Island
1226,Beethoven,Piano Sonatas
1227,Homer,The Odyssey (translation W H D Rouse) By
1228,"",Anthology Of Humour
1229,Jeremy Taylor,Holy Living And Holy Dying
1230,"",Personally Compiled Anthology
1231,Linda Mccartney,Linda's Pictures
1232,Martin Gilbert,The Document Volumes Of The Churchill Biography
1233,"",Crossword Puzzles And Pencils
1234,"",Piano Manual
1235,Lord Tennyson,Complete Works
1236,"",Book With Blank Cork Pages
1237,"",Gardening Manual
1238,"","Books About Gardening, Painting And Boat Handling"
1239,Vladimir Nabokov,Ada
1240,James Joyce,Finnegans Wake
1241,Dr Samuel Johnson,Writings
1242,Wilbur Smith,Eagle In The Sky
1243,Emily Dickinson,The Complete Works
1244,Martin Ross,Experiences Of An Irish Rm
1245,"",History Of Orient Football Club
1246,James Clavell,Nobel House
1247,"",Boy Scout Hand Book
1248,John Donne,Meditations Upon Our Human Condition
1249,Arianna Stassinopoulos,Maria
1250,T C Mcluhan,Touch The Earth
1251,Bernard Darwin,The World That Fred Made
1252,Louis Untermeyer,Collin's Albatross Book Of Verse
1253,Pauline Reage,The Story Of O
1254,Ernest Hemingway,Collected Works
1255,Robert Louis Stevenson,As Many Works As Possible
1256,"",Times Concise Atlas
1257,E T Whittaker,A History Of Craven
1258,James Agate,Ego
1259,Sir Winston Churchill,Collected Speeches
1260,Fred Uhlman,Reunion
1261,James Clavell,Shogun
1262,"",Golf Instruction Book
1263,David Attenborough,Life On Earth
1264,Rabindranath Tagore,Poems
1265,A S Neill,Summerhill
1266,John Scarne,Card Games
1267,Yokoi,The Golden Man
1268,"",Personally-compiled Anthology
1269,"",Modern Wooden Yacht Construction
1270,Alban Butler,Lives Of The Saints
1271,Carl Sandburg,Abraham Lincoln
1272,John Wyndham,Novels
1273,"",Teach Yourself Mathematics
1274,"",1001 Gems Of English Poetry
1275,Alan Watts,The Wisdom Of Insecurity
1276,Stanley Dance,The World Of Duke Ellington
1277,Roger Martin Du Gard,Les Thibault
1278,P G Wodehouse,Three Early Novels
1279,"",Elizabethan Lyrics From Songbooks And Dramatists
1280,Thomas Mallory,Le Morte D'arthur
1281,Otto Preminger,Autobiography
1282,"",Scrapbook
1283,"",Baha'i Prayer Book
1284,Jorge Luis Borges,Labyrinths
1285,Helen Gardner,The New Oxford Book Of English Verse
1286,Cyril Connolly,The Unquiet Grave
1287,"",His Diaries To Date
1288,P G Wodehouse,The World Of Jeeves
1289,Yuarroros,The Poetry
1290,Henry James,Novels
1291,Colette,Earthly Paradise
1292,Leslie Greenwood,Flowers Of The World
1293,Ed Mcbain,Streets Of Gold
1294,"",His Visitors' Book
1295,"",Blank Book And A Pencil
1296,George Meredith,The Egoist
1297,Evelyn Waugh,Selection Of Novels
1298,John Bunyan,Pilgrim's Progress
1299,Alistair Maclean,Where Eagles Dare
1300,James Boswell,The Life Of Samuel Johnson
1301,"",The National Dictionary Of Biography
1302,Raymond Chandler,The Collected Works
1303,Idris Shah,Collected Stories
1304,Henry W Fowler,Modern English Usage
1305,"",Volume On Boat Building For Beginners
1306,Sir Arthur Conan Doyle,Complete Penguin Sherlock Holmes
1307,"",Blank Book And Pens
1308,Anna Sewell,Black Beauty
1309,Charles Montagu Doughty,Travels In The Arabian Desert
1310,"",Set Of The Shell County Guides
1311,Hart Crane,Poetry
1312,Emmanuel Kant,Book On Philosophy
1313,Harold Macmillan,Memoirs
1314,Stendhal,The Charterhouse Of Parma
1315,Lord Byron,The Complete Works
1316,Nevil Shute,Trustee From The Toolroom
1317,"",Book On Claude Monet
1318,George Bernard Shaw,Music Criticisms 1888-89
1319,Voltaire,Correspondence
1320,"",Instrument-making
1321,Dante Alighieri,Divine Comedy (in Italian With Dictionary)
1322,Alvin Toffler,Future Shock
1323,"",Shorthand Instruction Book With Paper And Pens
1324,Guiseppe Verdi,Letters
1325,William Gurney Benham,Book Of Quotations
1326,"",Blank Paper And Pencils
1327,"",Book On Elementary Calculus
1328,"",Atlas Of The Stars
1329,"",Study Book Of Six Languages
1330,Pierre Louys,Les Chansons De Bilitis
1331,Rudyard Kipling,Collected Poetry
1332,Carl Giles,Giles Cartoons
1333,W W Jacobs,Stories
1334,"",Comprehensive Book On Birds
1335,"",British Army Survival Manual
1336,"",The Boys' Own Annual For 1926
1337,"",Large Blank Book With Pencils
1338,"",Volume On Tropical Flora And Fauna
1339,Werner H Erhard,Transcript Of The Erhard Seminar Training Course
1340,Charles Groves,Grove's Dictionary Of Music And Musicians
1341,"",Complete Book Of World Cookery
1342,"",A Book About The Night Sky
1343,Dylan Thomas,Under Milk Wood
1344,"",Compendium Of World Philosophy
1345,Richard Jefferies,Bevis: The Story Of A Boy
1346,Edward Lear,The Complete Works
1347,Rudyard Kipling,The Complete Works
1348,Baha' I Allah,The Baha'i Revelation
1349,Mikhail Lermontov,A Hero Of Our Time
1350,J L Carr,The Harploe Report
1351,Francois-rene Vicomte De Chateaubriand,Memoirs D'outre-tombe
1352,"",English-spanish Dictionary
1353,"",The Form Book
1354,Voltaire,Candide
1355,"",Poetry From Around The World
1356,Saunders Lewis,The Complete Works
1357,"",Film Directory
1358,"",Gardeners' Yearbook
1359,George Macdonald Fraser,Diary Of An Old Soul
1360,"",The Art Of Modern French Cooking
1361,August Strindberg,The Lyric Dramas Of Strindberg
1362,Gilbert White,Natural History Of Selbourne
1363,Erskine Childers,The Riddle Of The Sands
1364,Hermann Bessmann,The Best Of
1365,"",Anthology Of English Poetry From 1400
1366,James Jones,From Here To Eternity
1367,John Galsworthy,Forsythe Saga
1368,"",Twenty-five Years Of New Yorker Cartoons
1369,Roget,Roget's Thesaurus
1370,Charles Baudelaire,Les Fleurs Du Mal
1371,Hilaire Belloc,The Collected Works
1372,"",A Book On The Musical Plays Of The Last Century
1373,"",Ontological Argument From St Anselm To Contempory Philosphers
1374,"",Street Map Of London
1375,Nevil Shute,Beyond The Black Stump
1376,"",Russian Grammar
1377,"",The Most Recent Publication Of Veterinary Medicine
1378,Oscar Wilde,Ballard Of Reading Gaol
1379,Paul Klee,The Seeing Eye
1380,Paul Klee,The Nature Of Nature
1381,"",Rhyming Dictionary
1382,John Henry Cardinal Newman,Collected Sermons
1383,William Robinson,The English Flower Garden
1384,Robert Browning,The Collected Works
1385,Harold Robbins,The Adventurers
1386,John Hillaby,Journey Through Britain
1387,"",Crossword Book
1388,Axel Munthe,Story Of San Michele
1389,Walt Kelly,Pogo Comic Strips
1390,"",Work On Botany
1391,Karlheinz Stockhausen,The Score Of Gruppen
1392,Edward Thomas,Collected Poems
1393,Auguste Escoffier,Ma Cuisine
1394,R S Surtees,Mr Sponge's Sporting Tour
1395,"","Men And Animals, A Book In Italian"
1396,Ernest Hemingway,Volume Of Short Stories
1397,Brigid Brophy,The Adventures Of God In Search Of The Black Girl
1398,W. Somerset Maugham,Short Stories
1399,Rudyard Kipling,Puck Of Pook's Hill
1400,"",Collection Of Welsh Poetry
1401,Sheridan Le Fanu,The House The Churchyard By
1402,"",Biography Of Leonardo Da Vinci
1403,James Fisher,Funny Way To Be A Hero
1404,"",Bradshaw's Railway Timetable
1405,"",Volume Of Crossword Puzzles
1406,Burke,Landed Gentry
1407,Roland Holst,Poetry
1408,"",Volume On Chess Championship Play
1409,Mark Van Doren,Anthology Of World Poetry
1410,"",Bound Volume Of Punch From The 1960s
1411,"",Timetable Of Passing Steamers
1412,"",Transcript Of The Watergate Hearings
1413,P G Wodehouse,Short Stories
1414,"",Penguin Book Of Quotations
1415,"",Blank Paper And A Typewriter
1416,W. Somerset Maugham,Short Stories Of Somerset Maugham
1417,"",History Of Mankind
1418,Henri Charriere,Papillon
1419,Walter De La Mare,Come Hither
1420,Gustave Kobbe,Complete Opera Book
1421,Leslie Thomas,The Virgin Soldiers
1422,"",Language Courses
1423,George Bernard Shaw,Prefaces
1424,Harvey Allen,Anthony Adverse
1425,"",Book On Plant Genetics
1426,"",Work On Astronomy
1427,Bach,48 Preludes And Fugues
1428,"",Encyclopaedia Of Gardening
1429,Leonide Massine,The Theory Of Choreography
1430,Emlyn Williams,The Corn Is Green
1431,Robertson Hare,Yours Indubitably
1432,"",His Own Autobiography
1433,Stanley Elliott,The European Settlement Of North America
1434,Ernest Hemingway,Death In The Afternoon
1435,Floyd Carter,Route 69
1436,"",Encyclopaedia Of Ancient Civilisations
1437,A.a. Milne,The House At Pooh Corner
1438,Franz Schubert,Lieder
1439,Sir Winston Churchill,Autobiography
1440,Georgette Heyer,Novels
1441,Phyllis Thompson,London Sparrow
1442,"",Any One From His Library
1443,"",Back Numbers Of The Reader's Digest
1444,"",Set Of Wisden
1445,Peter Daubeny,My World Of Theatre
1446,"",The Spotlight Casting Directory
1447,John Donne,Poems
1448,George Herbert,Poems
1449,"",A Selection To Sample
1450,Agatha Christie,Novels
1451,"",Book On Tropical Plants
1452,Henry David Thoreau,Walden
1453,Charles Dickens,A Christmas Carol
1454,Sir Thomas Browne,Religio Medici
1455,Terry Thomas,Filling The Gap
1456,Beatrix Potter,Collected Works
1457,Konstantin Stanislavsky,My Life In Art
1458,Cecil Taur,Small Talk At Wrayland
1459,Colonel Dodge,Hannibal
1460,Prosper Montagne,Larousse Gastronomique
1461,"",A Naturalist's Guide
1462,E T Whittaker,A Course Of Modern Analysis
1463,"",A Big Anthology
1464,"",General Semantics
1465,"",Dictionary Of Word And Phrase
1466,"",Do-it-yourself Book
1467,Viscount Montgomery Of Alamein,The History Of Warfare
1468,"",Royal Horticultural Society Dictionary
1469,"",Study Of Psychology
1470,W Macqueen-pope,"Gaiety, Theatre Of Enchantment"
1471,Richard Jefferies,The Story Of My Heart
1472,"",Teach-yourself Encyclopaedia
1473,Ernest Bramah,The Wallet Of Kai Lung
1474,John Skow,Survey Of London (1598)
1475,Walt Whitman,Leaves Of Grass
1476,"",Airways Timetable
1477,Fyodor Dostoyevsky,The Idiot
1478,"",History Of England
1479,"",Volume On Mathematical Logic
1480,"",Paperback Detective Stories
1481,Charlie Chaplin,My Autobiography
1482,"",Anthology Of Modern British Poetry
1483,Mary Baker Eddy,Books
1484,Henry Longhurst,Books
1485,Jane Austen,Novels
1486,St Francis Of Assisi,The Mirror Of Perfection - The Praise Of Created Things
1487,"",Manuals To Learn Foreign Languages
1488,"",Copy Of Wisden That Records His First Tour Of Australia
1489,Sir Winston Churchill,The Collected Works
1490,Saki,Report To Greco
1491,Ivor De Wolfe,Italian Townscape
1492,Ernest Bramah,Books
1493,"",Persian Dictionary
1494,James Michener,The Source
1495,Jacques Paul Migne,Patrologiae Curses Completus (221 Volumes)
1496,Dante Alighieri,Works
1497,Henry Mancini,Sounds And Scores
1498,"",Advanced Book On Building Small Boats
1499,Cyril Connolly,Complete Set Of Horizon
1500,Lupino Lane,How To Be A Comedian
1501,W. Somerset Maugham,Cakes And Ale
1502,W. Somerset Maugham,The Razor's Edge
1503,W. Somerset Maugham,The Circle
1504,William Warren Bartley,Philosophic Works
1505,Geoffrey Godden,Illustrated Encyclopaedia Of Pottery And Porcelain
1506,Plato,Republic
1507,Ralph Edwards,Dictionary Of English Furniture
1508,Damon Runyon,Short Stories
1509,Dale Carnegie,How To Win Friends And Influence People
1510,Charles Lamb,The Essays Of Elia
1511,Nigel Dennis,Cards Of Identity
1512,"",Textbook On Advanced Mechanical Engineering
1513,Homer,Collected Works
1514,E.m Forster,His Favourite Novels
1515,Damon Runyon,Collected Short Stories
1516,Robert Louis Stevenson,Virginibus Puerisque
1517,"",Press-cutting Albums
1518,Robert Burns,Songs And Poems
1519,Hamilton,Arts And Crafts Of The Maori People
1520,"",Pear's Cyclopaedia
1521,Anthony Trollope,The Duke's Children
1522,"",Italian Language Course
1523,Soren Kierkegaard,Journal
1524,"",Blank Book And Pencils
1525,"",Manual Of Orchestration
1526,"",Volume Of Reproductions Of Works By Dutch Painters
1527,T S Eliot,Collected Works
1528,G E M Skues,The Way Of A Trout With A Fly
1529,"",Field Guide To Flora And Fauna On The Island
1530,"",The Best Of Beachcomber
1531,Harold Robbins,The Carpetbaggers
1532,"",The Cambridge Natural History
1533,"","Anthology Of 16th, 17th And 18th-century Poetry"
1534,Charles Dickens,Anthology
1535,Charles Dickens,His Favourite Novels
1536,Arthur Waley,Lady Muraski's The Tale Of Gengi
1537,"",Webster's Dictionary
1538,James Back,The Life Of Robert Burns
1539,"",Think And Grow Rich And I'll Teach You Personality
1540,Matthew Henry,Bible Commentary
1541,Charles Dickens,His Favourite Works
1542,P G Wodehouse,Golfing Stories
1543,Rabindranath Tagore,Gitanjali
1544,G.k. Chesterton,The Collected Works
1545,Sir Banister Fletcher,History Of Architecture On The Comparative Method
1546,Evelyn Waugh,Omnibus
1547,Thomas Merton,Elected Science
1548,Eric Partridge,A Dictionary Of Origins
1549,William Douglas-home,Collected Plays
1550,F A Hornibrook,The Culture Of The Abdomen: A Cure Of Obesity And Constipation
1551,John Bratby,Breakdown
1552,"",Navigational Manual
1553,E Boden,Black's Veterinary Dictionary
1554,Roy Macgregor-hastie,The Day Of The Lion
1555,"",Omnibus Edition Of Surtees
1556,J B Priestley,Margin Released
1557,Plutarch,Lives
1558,Andre Maurois,The Life Of Disraeli
1559,"",A Hundred-and-one Things A Girl Can Do
1560,"",Story Of The Marx Brothers
1561,Jim Clark,At The Wheel
1562,"",Biography Of Mahatma Gandhi
1563,Walter De La Mare,Come Hither - An Anthology Of Poetry
1564,"",Volume Of Illustrations Of The English Countryside
1565,Louis Mumford,Techniques And Civilization
1566,"",Gray's Anatomy
1567,"",Book About Sea Birds And Waders
1568,"",The Norton Star Atlas
1569,Limberg,The Ship
1570,Henry Williamson,Tarka The Otter
1571,"",Breviary
1572,"",Le Petit Larousse Illustre
1573,Dorothy L Sayers,Busman's Honeymoon
1574,"",Volumes Of The Illustrated London News
1575,Leo Tolstoy,War And Peace In German
1576,"",Anthology Of 20th Century Verse
1577,"",Selection Of Personal Letters
1578,Robert Burton,The Anatomy Of Melancholy
1579,Max Gluckman,Work On Anthropology
1580,"",Everyman's Encyclopaedia
1581,Harold Barlow,Dictionary Of Musical Themes
1582,"",Telephone Directory
1583,"",Instructions For Making A Still
1584,"",Gardening Encyclopaedia
1585,Charles Dickens,The Old Curiosity Shop
1586,H W Janson,History Of Art
1587,Horace Vachell,Quinneys
1588,Richard Wagner,The Ring Cycle (the Score)
1589,"","His Autobiography, Seventy Years A Showman"
1590,Ford Madox Ford,Ladies Whose Bright Eyes
1591,Charles Dickens,A Tale Of Two Cities In English And French
1592,Naomi Mitchison,The Corn King And The Spring Queen
1593,Frederick Marryat,Masterman Ready
1594,Sophocles,Collected Works In Greek
1595,Thomas Carlyle,The French Revolution
1596,"",English Grammar
1597,H Rider Haggard,Books
1598,Jules Verne,Books
1599,"",A History Of Wales
1600,"",Chambers' Encyclopaedia
1601,P G Wodehouse,Some Novels
1602,H L Mencken,Chrestomathy
1603,"",Field Guide To The Island's Birds
1604,"",Chinese Language Course
1605,"",The Rules Of Patience
1606,O Henry,Short Stories
1607,"",The Rudiments Of Several Useful Languages
1608,Ivan Goncharov,Oblomov
1609,"",Large Blank Book
1610,"",English Lyrics
1611,"",Science For The Citizen
1612,Victoria Sackville-west,Another World Than This
1613,Theodore Dreiser,An American Tragedy
1614,"",Large Anthology Of Poetry
1615,Walter De La Mare,Memoirs Of A Midget
1616,"",Pictures Of The English Countryside
1617,Thomas Erskine-may,Parliamentary Practice
1618,Robert Frost,Collected Poetry
1619,"",Everybody's Handbook For Survival On A Desert Island
1620,"",International Timetable Of Ships And Trains
1621,James Hilton,Goodbye Mr Chips
1622,Aldous Huxley,Brave New World
1623,Leonardo Da Vinci,The Drawings
1624,D.h. Lawrence,Lady Chatterley's Lover
1625,"",Horse And Hound
1626,Victor Gollancz,The Year Of Grace
1627,Leslie Charteris,The Saint
1628,George Macdonald,Phantastes
1629,"",Manual Of Astronomy
1630,Honore De Balzac,Droll Stories
1631,Thomas Macaulay,Critical And Historical Essays
1632,"",Piano Tutor
1633,Johann Wolfgang Goethe,Works
1634,"",Book On Musical Theory And Composition
1635,"",How To Play Your Best Golf All The Time
1636,Claude M Bristol,The Magic Of Believing
1637,Charles Dickens,Novels
1638,"",Volume Of Short Stories
1639,Tamara Karsavina,Theatre Street
1640,C.s. Forester,Omnibus Edition Of Hornblower Stories
1641,"",Jane's All The World's Aircraft
1642,"",Do-it-yourself Boat-building Book
1643,"",Nautical Almanac
1644,Edward Lear,Nonsense Rhymes
1645,"",Book On Tropical Birds
1646,Sir Arthur Eddington,The Nature Of The Physical World
1647,Homer,Original Greek Works
1648,"",Book On One Of The World's Philosophies
1649,Edith Sitwell,Anthology Of English Verse
1650,"",Two Historical Novels
1651,"",Collection Of Language Courses
1652,Edward Fitzgerald,The Rubaiyat Of Omar Khayyam
1653,"",History Of Cricket
1654,Giovannino Guareschi,The Little World Of Don Camillo
1655,Leslie Baily,The Gilbert Sullivan Book
1656,"",London Telephone Directory
1657,Plato,Work
1658,Burton Egbert Stevenson,Book Of Quotations
1659,Isaac Newton,Optics
1660,"","Anthology Of Poetry, Some In French And German"
1661,Alan Paton,"Cry, The Beloved Country"
1662,W. Somerset Maugham,Collected Short Stories
1663,"",Gardening Dictionary
1664,"",Back Numbers Of Motor Magazines
1665,H. L. Overstreet,The Mature Mind
1666,"",Ruff's Guide To The Turf
