1,Paper And Coloured Pens
1168,Kettle And Teabags
1169,Rocking Chair
1170,Suicide Pill
1171,A Bronze Statue Of The Racehorse Aldaniti
1172,Concert Grand Steinway Piano
1173,Alarm Clock Encased In Welsh Tinplate
1174,Unlisted Radio Telephone
1175,"Paper, Pen And Ink"
1176,High-powered Radio
1177,"Music Manuscript Paper, Pencil, Rubber"
1178,A Set Of Cricket Equipment
1179,A Hot Bath
1180,Frogman's Outfit And Snorkel
1181,Steamer For Cooking
1182,Toilet Bag
1183,Car (to Clean)
1184,Radio 4
1185,Car (in Which To Listen To Music)
1186,The Mona Lisa
1187,Bathtub And Soap
1188,Guitar And Strings
1189,Train Set
1190,"Edward Hopper's Painting, Gas"
1191,Mosquito Net
1192,Crate Of Montecristo Cigars
1193,"Pens, Charcoal, Paints"
1194,Enormous Amount Of A4 Paper
1195,Tape Recorder With A Cassette Of Recordings From Home
1196,Tajine
1197,Burgundy Wine
1198,Carpentry Tools
1199,Telescope And A Star-gazing Book
1200,Olympic Gold Medal And Award
1201,Painting Of The Crucifixion By Salvador Dali
1202,Set Of Gardening Tools
1203,Windsurfing Board
1204,Bollinger '69
1205,Crate Of Cologne
1206,Michelangelo's Apollo
1207,Chess Computer Game
1208,Contact Lenses
1209,50-pound Jar Of Marmite
1210,Case Of Wine
1211,Sand-yacht
1212,30 Foot Of Steel
1213,Golf Bag
1214,Quart Of Brandy
1215,Elm Tree
1216,Suit
1217,Bouillabaisse With Langouste And Wine
1218,Scotch Whiskey
1219,American Whiskey
1220,Royal Jamaica Cigars
1221,Portable Telescope
1222,Large Photograph Of A Lot Of People At Race Meet
1223,Thermos Jug
1224,Calendar Watch
1225,Collection Of Apostle Spoons
1226,Vine
1227,Paper And Pens
1228,Spirit Stove
1229,Computer Bridge Game
1230,Refrigerator
1231,Taj Mahal
1232,Blank Book And A Pen
1233,Word Processor Linked To A Fleet Street Newspaper
1234,Cooking Range
1235,Hot Water
1236,Solar-powered Synthesizer
1237,Limitless Supply Of Yoghurt
1238,Boy Writer's Set
1239,Violin
1240,Cathedral Organ
1241,Family Pocket Watch
1242,Havana Cigar
1243,"Sketchbook, Paints And Pencils"
1244,Camera
1245,Electric Typewriter
1246,Trap (minus Donkey)
1247,Plastic Football
1248,Egg Timer
1249,Harmonium
1250,Transistor Radio
1251,Manuscript Paper And Pens
1252,Cask Of Claret
1253,Goose-down Pillow
1254,Sodastream And Gas Cylinders
1255,Ton Of Snuff
1256,Wine - Chateau Lascombes 1966
1257,Artist's Lay Figure
1258,Vat Of Bordeaux Wine
1259,Juggling Clubs
1260,Writing Paper
1261,Tuba
1262,Can Of Insect Repellant
1263,Le Moulin De La Galette By Renoir
1264,Painting From The Louvre
1265,Pad Of A4 Paper
1266,Writing Materials And Lots Of Bottles
1267,Watercolours And Hot-pressed Paper
1268,Nymph In A Landscape By Palma Vecchio
1269,Photograph Of Wife
1270,Bicycle And Cider
1271,Barbeque
1272,Pair Of Waterwings
1273,Air Conditioner
1274,Jaguar Xj6
1275,Comic Collage By Pearl Binder
1276,Hard Hat
1277,Video Cassettes Of Rumpole Of The Bailey
1278,Pianola
1279,Picture Of Mother When She Was 17
1280,Portable Typewriter And Lots Of Paper
1281,Harpsichord
1282,Artist's Kit
1283,Large Supply Of Paper And Pencils
1284,Crystal Ball
1285,Bottle Of Sleeping Tablets
1286,"Solar-powered Television, Video And Eight Films"
1287,More William Walton Records
1288,Italian Wine
1289,"Guitar, Manuscript Paper And Pens"
1290,Painting From His Collection
1291,Weekend In Paris
1292,Bed And Blankets
1293,Recording Of Curlews And Indian Spices
1294,The Plowden Guarneri Violin
1295,Water Colour Equipment
1296,Orchid-growing Kit
1297,Godiva Chocolates From Belgium
1298,Mattock
1299,Shower With Hot Water
1300,"Hieronymus Bosch, Garden Of Earthly Delights"
1301,Ordnance Survey Maps And A Set Of Books About The Fells
1302,Pate De Foie Gras
1303,Brass Bedstead And A Feather Mattress
1304,Pipe Organ
1305,Drawing And Painting Equipment
1306,His Favourite Picture In The Walker Art Gallery
1307,Film Projector And 20 Western Films
1308,Stone From Stomach Of A Fossilised Dinosaur
1309,Electric Razor
1310,Photo Album
1311,Couch
1312,Funicular For Hills
1313,Small Piece Of Sculpture
1314,"Box Of Notebooks, Pencils And Sharpeners"
1315,Engraved Glass And Supply Of Bitter Lemon
1316,Trombone And Hair Restorer
1317,Piano And An Instruction Book
1318,Wine Cellar
1319,Cross Given To Him By His Mother
1320,Drawings Of His Two Children
1321,Sand Iron And Golf Balls
1322,Boat Building Book
1323,Record Box
1324,Violin Strings And A Piano
1325,Bagpipes
1326,Beehive
1327,Australian Lager
1328,Clean Sheets
1329,"Ivon Hitchens, Boathouse At Dawn"
1330,Video Player And Films Of Family
1331,Reflecting Telescope
1332,Roulette Table
1333,Bath With A Hot Water System
1334,Music Manuscript Paper
1335,Watercolour Of Versailles By Raoul Dufy
1336,Ferrari
1337,Happy Pills
1338,Gold Statuette Of Sir Winston Churchill
1339,Still
1340,Elastoplast
1341,Flagpole And Union Jack
1342,Plasticine Model Of Roy Plomley And A Pin
1343,Marzipan
1344,Video Player And Cassettes Of His Own Performances
1345,"Velazquez, Les Hilanderas"
1346,Solar-powered Transistor Radio
1347,Sherry
1348,Mgtd 2952 Car
1349,Sugared Apricots
1350,Italian Landscape Drawing From His Collection
1351,Painting Of A Sleeping Girl By Dominico Feti
1352,12 Foot By 8 Foot Union Jack
1353,Grapevines
1354,Cases Of Chateau Lafite-rothschild
1355,Perkins Brailler And Paper
1356,Guitar And Instruction Book
1357,The Enlightened Buddha
1358,Six Dozen Bottles Of Chateau La Tour 1962
1359,Liebig Condenser For Distilling Gin
1360,Postcards Of Paintings With Poems On The Back
1361,Physical Culture Equipment
1362,Mixed Flower Seeds And A Watering Can
1363,Violin And Strings
1364,Stop Watch
1365,Moselle Wine
1366,Beautiful Watch
1367,Cashmere Shawl
1368,Gold Rail Pass
1369,An English Garden
1370,Live Sturgeon
1371,Venus De Milo
1372,Stick Of The Best Marijuana
1373,"Claude Monet, Dawn On The Seine"
1374,"Still, Grapevine Cuttings And Tobacco Seeds"
1375,Painting Equipment For Oils And Watercolours
1376,Supply Of Acid Drops
1377,Beautifully Bound Blank Book And Ballpoint Pens
1378,"Typewriter, Paper And A Desk With Cricket Balls In The Drawers"
1379,Pipes And Tobacco
1380,Pipes And Matches
1381,South American Hammock
1382,Bar Of Gold
1383,Expensive Ivory Back-scratcher
1384,Writing Materials And Beer
1385,Grapes (seedless)
1386,Malt Whisky
1387,Limes Toilet Water By Floris
1388,Painting He Has Of Kathmandu Valley
1389,Panama Hats Stuffed With Barley Sugar
1390,Blanket
1391,Whisky (tobermory)
1392,"Painting Of A Little Princess, By Velazquez"
1393,Painting By Kneller Of A Girl In A Golden Gown
1394,Roll Of Cloth
1395,Tobacco Plant
1396,A Piano And Music
1397,20 Tons Of Pine Needles
1398,Life-size Bronze Statue Of An Ama-indian Woman
1399,Collection Of Assorted Balls
1400,Well-programmed Robot
1401,Linen Sheets
1402,Canoe
1403,Picture Of Family
1404,Supply Of Beaujolais
1405,Motorway Service Station
1406,Piano With Wife's Picture Attached
1407,Tarot Cards
1408,Pill To Put Him To Sleep Forever
1409,Painting Of A Restaurant On The Banks Of The Marne
1410,"Violin, Strings And Case"
1411,Paper And Ballpoint Pens
1412,Piece Of Georgian Furniture
1413,Carbonated-drink Maker And Supply Of Flavourings
1414,Trombone
1415,Dozen Cases Of Chateau Latour '61
1416,"Projector, Viola, Radio, Paper And Pencils"
1417,Barclaycard
1418,Barometer
1419,Several Decks Of Cards
1420,Leather Wallet Containing Photos Of Family Dog
1421,Apricot Brandy
1422,"Set Of Bird-ringing Tools, Including Rings"
1423,Bath With Solar-heated Water
1424,Tennis Racket
1425,Leonardo Da Vinci's Painting Of The Annunciation
1426,Poppy Seeds
1427,Effigy Of Denis Healey And A Supply Of Pins
1428,Still For Making Whisky
1429,Royal Albert Hall Organ
1430,"G. Seurat, Sunday On The Island Of La Grande Jat"
1431,Bath With Warm Water
1432,"Sketchbook, Pencil, Pen And Ink"
1433,Pipe
1434,Album Of Photographs Of His Wife
1435,Pianola And A Supply Of Piano Rolls
1436,"Ton Of Treasure, Dated About 1642"
1437,Selected Cases Of French Wine
1438,Orchid Collection
1439,Evening Dress Suit
1440,Tuning Fork
1441,Calculator
1442,Navel Brush
1443,Golden Flute
1444,Diary Pencil
1445,Darkroom
1446,Puppet Theatre
1447,Reading Glass With Light
1448,Charles I Silver Tankard
1449,Chinese Temple At Virginia Water (jb Pine)
1450,Sleeping Bag Tv That Doesn't Work
1451,Gardening Kit
1452,Herrings In Sour Cream
1453,Bow Arrows
1454,Oil Painting
1455,Turner's Seascape
1456,Carpentry Set
1457,Manicure And Pedicure Set
1458,Parking Meter And Plenty Of Change
1459,Steam Locomotive And Railway
1460,Bonsai Tree
1461,White Burgundy
1462,Painting By Van Hook
1463,Architectural Pens And Paper
1464,Microscope
1465,Emerald
1466,Dummy Piano Keyboard
1467,Second-hand Bookshop
1468,Video Tv
1469,Journey Through Europe By J Hillaby
1470,"Lower Half Of W. Window Fairford Church, Gloucestershire"
1471,Oyster Knife
1472,Mermaid Statue In Copenhagen Harbour
1473,Set Of Drums
1474,"Typewriter, Pen, Paper"
1475,Something To Improve The Taste Of Coconut Milk
1476,Pair Of Shoes
1477,Mellotron
1478,Airmail Edition Of The Times
1479,Gin And Vermouth
1480,David Wynne's The Dancers
1481,Sketching Materials
1482,Benvenuto Cellini's Golden Salt Cellar
1483,Electronic Pipe Organ
1484,Gin
1485,Silver Box Containing A Miniature Singing Bird
1486,Nougat
1487,Wood-carving Kit
1488,Ivory Chess Set
1489,Automatic Bowling Machine Cricket Balls
1490,Dutch Winter Landscape By Bruegel
1491,Dom Perignon Champagne
1492,Antique Chess Set
1493,Radio-controlled Model Aircraft
1494,Cornet
1495,"Madonna And Child, By Jacob Epstein"
1496,Oxford World Atlas And An Ordnance Survey Map Of The British Isles
1497,Wine-making Kit
1498,Ninth Record: Massenet's Elegie
1499,Tobacco Seeds And A Brewing Vat
1500,Bernini Columns From The Vatican
1501,Chess Set
1502,Equipment For Wine-making And Brewing
1503,Small Distillery
1504,1966 Moet Chandon
1505,Daily Newspaper
1506,Scotch And Champagne
1507,Two Armchairs
1508,Padded Deckchair
1509,Koh-i-noor Diamond
1510,Malt Whisky And Drawing Paper
1511,Aspirin
1512,China Cat
1513,Crystal Rock Specimens
1514,Spanish Guitar
1515,12th-century Candlestick In Victoria Albert Museum
1516,Scotch Whisky
1517,Wood And Stone-carving Tools
1518,"Gin, Dry Martini And Lemons"
1519,Guinness Book Of Records
1520,"Paper, Pencils And A Battery-operated Sharpener"
1521,Jeroboam Of Taittinger Champagne
1522,Bavarian Rococo Church
1523,"Piano, Manuscript Paper, Pencils And A Rubber"
1524,Self-portrait Painted By His Wife
1525,Revolver
1526,Pin
1527,Buddhist Altar In The British Museum
1528,Writing Materials And Playing Cards
1529,"Rene Magritte, The Empire Of Light"
1530,Organ
1531,Telephone Line To A Sports Newspaper
1532,His Bentley Car
1533,Tartar Sauce
1534,Model-making Tools
1535,Materials For Making Wine Or Beer
1536,Flute And Music
1537,Box Of Family Photographs
1538,Watch
1539,Horse Saddle
1540,Roman Helmet In The British Museum
1541,Vermeer's `view Of Delft'
1542,Set Of Lenses
1543,Sports Car
1544,Book Stall In Victoria Station
1545,Cor Anglais
1546,Ice-cream Machine
1547,Daily Delivery Of The Sporting Life
1548,Centrally-heated Sleeping Bag
1549,Double Bed
1550,English Rock Garden
1551,Rubber Mattress
1552,Chinese Language Course
1553,"Donatello's Great Altar In St Anthony's Church, Padua"
1554,Caviar
1555,The Bbc Archives From 1945 To 1954
1556,"Tennis Balls, Golf Balls, Pencil And Paper"
1557,Harp
1558,Dutch Flower Picture In The Wallace Collection
1559,Still Life With Oriental Rug By Henri Matisse
1560,"Botticelli's Nativity, From The National Gallery"
1561,Magic Lamp
1562,Box Of Rubber Balls
1563,Deckchair
1564,Red Ink
1565,Child's Ball
1566,Block Of Stone
1567,Bourbon Whiskey
1568,"Packing Case Of Books, Including A Persian Dictionary"
1569,Michelangelo's Moses
1570,Drawing Of A Lady By Walter Sickert
1571,"Pipes, Tobacco, Matches And A Compass"
1572,Case Of Whisky And A Knife
1573,Unending Supply Of Afternoon Teas
1574,Painting By Camille Pissarro
1575,Snowglobe
1576,Beginner's Guide To Making Rafts
1577,Telescope Or Microscope
1578,Watercolour Painting Equipment
1579,Chippendale Cabinet
1580,Videotape Or Film Of The Full Five-days' Play Of A Test Match
1581,Double Bass
1582,Cigars And A Dinner Jacket
1583,Silk Vests And Pants
1584,Michelangelo's The Last Judgement
1585,Not Required
1586,Bronze Statue Of Poseidon
1587,"Music Manuscript Paper, Pencils And A Rubber"
1588,Oboe
1589,Broken And Unplayable Pop Record
1590,Bertholdo's Apollo
1591,Mexican Crystal Skull
1592,Head Of Nefertiti From The Berlin Museum
1593,Musical Instrument
1594,Sports Equipment
1595,Training Gear
1596,Painting By Michelangelo
1597,Pink Champagne
1598,Rembrandt's Titus
1599,Foam Rubber Sleeping Bag
1600,Renoir's The Bar At The Folies Bergere
1601,Landscape By Constable
1602,Golfing Equipment
1603,Horn
1604,Salvation Army Crest
1605,"Piano, Music Manuscript Paper And A Pencil"
1606,Electric Razor With Batteries
1607,Hot-water System
1608,Fly-tying Materials
1609,Pair Of Braces And A Hot-water System
1610,Handkerchiefs
1611,Tea Bags
1612,Recorder And The 1912 Portrait Of Dame Sybil Thorndike
1613,Morning Glory Seeds
1614,Pictures
1615,Aladdin's Lamp
1616,Travel Itinerary
1617,Spaghetti
1618,Scented Soap
1619,Daughters' Two Teddy Bears
1620,Safety Razor
1621,Drawing Materials
1622,Painting By Goya
1623,Cine Projector And Circus Films
1624,First-aid Kit
1625,Rose Trees
1626,Piano And Family Photographs
1627,Toothpaste
1628,Scotch Whisky And Lager
1629,Piano And A Conductor's Baton
1630,Record Catalogues
1631,Woodworker Tools
1632,Marine Chronometer
1633,Flame Opal
1634,Motor Car
1635,Photograph Of The Face On The Holy Shroud At Turin
1636,Rodin's Danae
1637,Music Manuscript Paper And Pencils
1638,Gramophone With Slow Speed
1639,Toilet Set
1640,Daughter's Teddy Bear
1641,Film Projector And Cricket Films
1642,Concertina
1643,Mountain
1644,Cricket Bat
1645,Theatrical Skip Full Of His Animal Skins
1646,Current Popular Newspaper
1647,Painting Of The South Wiltshire Countryside
1648,Apple Seeds
1649,Blue Silk Scarf
1650,Metal Construction Set
1651,Raphael's The Marriage Of Maria
1652,Portrait Of Wife
1653,Picasso's The Child And The Dove
1654,Penny Whistle
1655,Rolls-royce Engine
1656,Bronze Statuette Of David By Verrocchio
1657,Jamaican Cigars
1658,Sport Suit
1659,Two Packs Of Cards With Photographs Of Family On The Backs
1660,"Drawing Board, Paper And Pencils"
1661,Chess Board With Jade Pieces
1662,Watercolour Paints
1663,Dog Whip
1664,Cine Camera
1665,Recorder
1666,A Little Money
1667,Lump Of Jade
1668,Goya's Portrait Of The Duke Of Wellington
1669,Carving Tools
1670,Asparagus Seed
1671,Drawing Materials And A Pillow
1672,17th-century Miniature By Peter Oliver
1673,"Cold Cure, A Pack Of Cards And Writing Materials"
1674,Ventriloquist's Dummy
1675,Underwater Mask
1676,Euphonium
1677,Crucifix And A Family Photo Album
1678,Piece Of Crystal
1679,Meerschaum Pipe
1680,Compendium Of Parlour Games
1681,Yeast
1682,Early Chinese Statuette
1683,Piano/organ Hybrid
1684,Camp Bed
1685,Modelling Clay
1686,Drawing Equipment
1687,The Durer
1688,Ticket Home
1689,Film Camera
1690,White Rug
1691,Continental Railway Timetable
1692,Painting By Rembrandt
1693,Turkish Delight
1694,Microfilm Of Bell's Life
1695,Epstein Statue
1696,Tobacco
1697,Telephone (out Of Service)
1698,Bed With Mosquito Net
1699,Rum
1700,Green Havana Cigars
1701,Painting Materials And Model Soldiers
1702,Soap And A Piano
1703,Sports Car And Petrol
1704,Radio Set
1705,Regency Candelabra
1706,Carved Benin Head
1707,Waistcoat (his Mascot Since 1903)
1708,Film Projector And Films
1709,Dressing Case
1710,Cine Projector And Films
1711,Hans Christian Andersen's Mechanical Bird And Birdcage
1712,Cask Of Brandy
1713,"Picture Of Charlie Chaplin, And A Model Of A Rolls Royce"
1714,Inflatable Pillow
1715,"Menu From Maxim's Restaurant, Paris"
1716,&#xa3;1 Million In Pound Notes
1717,Desk With A Typewriter And Paper
1718,Well-stocked Bar
1719,Film Projector And Films Of Family
1720,Alcohol
1721,Indo-chinese Buddha
1722,Violin And Champagne
1723,Model Theatre
1724,"Field Glasses, And Modern Plumbing"
1725,Trombone And Materials For Making A Crystal Radio
1726,Barrel Of Beer
1727,Paper And Fountain Pen
1728,Cricket-bowling Machine
1729,Photograph Of Granny Grove
1730,Greenhouse For Growing Orchids
1731,"Music Manuscript Paper, Pencils, Rubber And Indigestion Tablets"
1732,Constable's Painting Of Willy Lott's Cottage
1733,Picture Of Family With A New York Background
1734,Not Paying Tax Or Insurance
1735,Champagne-making Kit
1736,Pipecleaners
1737,Sailing Dinghy
1738,Premium Bonds
1739,"Tennis Practice Wall, Rackets And Balls"
1740,Woman's Evening Gown
1741,Punchbag
1742,Snorkel Outfit
1743,His Paintbox And Tuba
1744,Leonardo Da Vinci's Notebooks
1745,Thermos Flask
1746,Portrait Of His Wife By Annigoni
1747,Painting Of The Virgin Of The Rocks
1748,Pleasure Gardens Of Barcelona
1749,Atlas
1750,Cards And Guitar
1751,Cricket Ball And A Piano
1752,Botticelli's Primavera
1753,Hair Restorer
1754,"Live Performance Of A Midsummer Night's Dream At The Open Air Theatre, Regent's Park"
1755,Box Of Books
1756,Landscape Painting By Ivon Hitchins
1757,Photograph Of His Wife And Baby Son
1758,"Painting, Selected From The National Gallery"
1759,Barrel Of Wine
1760,Pair Of Wife's Earrings
1761,Rose Bush
1762,Easel And Oil Painting Equipment
1763,The Moscopherus An Ancient Greek Sculpture
1764,Five-ton Block Of Lead As Keel For Schooner
1765,Back Number Of The New Yorker
1766,Autograph Letters Of Lord Nelson
1767,Longest Bar Of Soap In The World
1768,Seaside Pier With Slot Machines Etc
1769,Dog
1770,Underwater Breathing Apparatus
1771,Novelist
1772,Red And White Wine
1773,Painting Of Mushrooms By William Nicholson
1774,Figure Of An Urchin
1775,Corkscrew
1776,Ivory Pig
1777,Eddie Gray's Juggling Equipment
1778,Violin And Instructions
1779,Pin-up Picture
1780,Eyeglass
1781,Yellow Waistcoat
1782,Hairnets
1783,Cake
1784,Radio Transmitter
1785,Pack Of Cards For Bridge
1786,Kelly Man
1787,Radio And Tv Receiver
1788,His First Ukelele
1789,Trainable Animal
