1;"Maya Angelou";"I Know Why The Caged Bird Sings"
568;"Robert Burns";"The Complete Works"
569;"Anton Chekhov";"The Complete Plays"
570;"W. Somerset Maugham";"A Volume Of Somerset Maugham's Short Stories"
571;"Lars Svensson";"A Collins Bird Book"
572;"Nigel Norman";"Book His Father: Verses 1911 - 1943 By"
573;"Evelyn Waugh";"Scoop"
574;"Kurt Vonnegut";"Breakfast Of Champions"
575;"Roy Fisher";"The Long And The Short Of It: Poems 1955-2005"
576;"Confucius";"The Analects Of Confucius"
577;"Naguib Mahfouz";"The Cairo Trilogy"
578;"Robert Tressell";"The Ragged Trousered Philanthropists"
579;"Lawrence James";"The Rise And Fall Of The British Empire"
580;"Edward Bulwer-lytton";"Zanoni"
581;"P G Wodehouse";"The Complete Works"
582;;"Matchbook"
583;;"The Book Of Alcoholics Anonymous"
584;;"Book Of Poems"
585;;"Teach Yourself French"
586;"George Mikes";"How To Be An Alien"
587;"Dylan Thomas";"Collected Works"
588;"Charles Darwin";"The Voyage Of The Beagle"
589;"Ken Follet";"The Pillars Of The Earth"
590;"Dave Pelz";"Short Game Of Golf"
591;"Sir Roger Penrose";"The Road To Reality"
592;"Jonathan Harvey";"Beautiful Thing"
593;"Robert Louis Stevenson";"Treasure Island"
594;"Don Delillo";"Libra"
595;"Sir George Grove";"Operatic Dictionary Of Music"
596;"Ayn Rand";"The Fountainhead"
597;"Benny Green";"Such Sweet Thunder: Benny Green On Jazz"
598;"Dorothy Parker";"The Penguin Dorothy Parker"
599;"Wisden";"The Collected Cricketers' Almanac"
600;;"Photo Album Of Family Friends"
601;"Charles Chilton";"Journey Into Space"
602;"Richmal Crompton";"Audiobook Of Martin Jarvis Reading Just William"
603;"Laurence Sterne";"The Life And Opinions Of Tristram Shandy"
604;"Bear Grylls";"Man Vs Wild - Survival Techniques From The Most Dangerous Places On Earth"
605;"Victor Hugo";"The Works"
606;"Sybille Bedford";"A Legacy"
607;"Evelyn Waugh";"Decline And Fall"
608;"Dionysius Lardner";"The Cabinet Cyclopedia"
609;;"The Reader's Digest Complete Do It Yourself Manual"
610;"Patrick O'brien";"Post Captain In The Aubrey/maturin Series"
611;"John Hayward";"The Faber Book Of English Verse"
612;"Brian Keenan";"An Evil Cradling"
613;;"The Melbourne Street Directory"
614;"Max Beerbohm";"The Collected Works"
615;"Ck Scott Moncrieff (transl.)";"Remembrance Of Things Past (proust)"
616;"David Diop";"Coups De Pilon"
617;"Suzanna Clarke";"Jonathan Strange And Mr Norrell"
618;"George Bernard Shaw";"The Plays"
619;"Brigitte Lardinois";"Magnum Magnum"
620;"Nelson Mandela";"Long Walk To Freedom"
621;;"The Air Publication 1234 (raf Manual)"
622;"Hilaire Belloc";"Cautionary Tales"
623;"James Lawton";"Collected Writings"
624;;"Decent Translation Of The Koran"
625;"Hermann Hesse";"The Glass Bead Game"
626;"Peter Ackroyd";"Blake"
627;"Iain Banks";"The Complete Works"
628;"Alice Munro";"Selected Stories"
630;"Douglas Adams";"The Hitchhiker's Guide To The Galaxy"
631;"Robert Musil";"The Man Without Qualities"
632;;"Teach Yourself Piano Tuning"
633;"Philip Pullman";"His Dark Materials Trilogy"
634;"Jonathan Lynn";"Yes, Minister"
635;"W G Sebald";"Austerlitz"
636;"W. Somerset Maugham";"The Collected Works"
637;"Anne Frank";"The Diary Of Anne Frank"
638;"John Steinbeck";"The Collected Works"
639;"Marcel Proust";"The Collected Works"
640;"Neil Gaiman";"The Sandman Series"
641;"Michel De Montaigne";"Collected Essays"
642;;"Largest Anthology Of Poetry Possible"
643;;"A Parallel Text Of The Bhagvad Gita"
644;"Miguel De Cervantes";"Don Quixote"
645;;"Biggest Poetry Anthology Possible"
646;"Colin Macinnes";"Absolute Beginners"
647;"George Macdonald Fraser";"Complete Books Of Flashman"
648;"Anthony Trollope";"The Collected Works"
649;"Cole Porter";"The Cole Porter Songbook"
650;"Ivan Turgenev";"First Love"
651;"John Wain";"Oxford Anthology Of English Poetry"
653;;"Handbook On Tropical Vegetation"
654;"Samuel Pepys";"Diaries"
655;"Doris Lessing";"Any Book Of Short Stories"
656;"Aleksandr Pushkin";"Complete Works"
657;"Charles Dickens";"Great Expectations"
658;"George Bernard Shaw";"Collected Plays"
659;"Philip Larkin";"Oxford Book Of Twentieth-century English Verse"
660;;"Huge Book Of English Poetry"
661;;"Book On Medieval History"
662;;"A Coffee Table Book Of Art"
663;"Francis Child";"Collection Of Popular Songs Of England Scotland"
664;"J. Pelling";"Lessons In Ndebele"
665;"Dennis Genpo Merzel";"The Path Of The Human Being"
666;"Dylan Thomas";"Complete Works"
667;"Bertrand Russell";"The History Of Western Philosophy"
668;"Martin Heidegger";"Being And Time"
669;"Ryszard Kapuscinski";"The Collected Works"
670;;"1972 Social Registry Of New York"
671;"Adam Smith";"Wealth Of Nations"
672;;"An Art Book On Gothic And Renaissance Altar Pieces"
673;"Arthur Miller";"Complete Works"
674;"Honore De Balzac";"The Human Comedy"
675;"John Halpern";"Biography Of John Osborne"
676;"Dr Samuel Johnson";"Rasselas"
677;;"A Large French Dictionary"
678;"Michelin";"The Michelin Guide To France"
679;;"Unabridged Collins/robert/ English /french Dictionary"
680;"Douglas Adams";"The Deeper Meaning Of Liff"
682;"Paul Brickhill";"Reach For The Sky: The Story Of Douglas Bader"
683;"James Thurber";"Collected Works"
684;"Harold Mcgee";"On Food And Cooking: The Science And Lore Of The Kitchen"
686;"Mervyn Peake";"Captain Slaughterboard Drops Anchor"
687;"Jackie Collins";"Hollywood Wives"
688;"Carl Sandburg";"The Complete Poems"
689;"Henry Vaughan";"Collected Poems Of Henry Vaughan"
691;;"Family Photograph Albums"
692;;"A Book About Learning To Paint"
693;"H G Wells";"Complete Short Stories"
694;"Hugh Fearnley-whittingstall";"The River Cottage Cookbook"
695;"Niall Ferguson";"How Britain Made The Modern World"
696;"Benedict Spinoza";"Ethics"
697;;"The Joy Of Cooking"
698;;"Oxford Latin Dictionary"
699;"Giorgos Seferis";"Bilingual Edition Of Poetry"
701;;"Construction Manual"
702;;"The History Of The Derby"
703;;"Teach Yourself Mathematics Illustrated By Voluptuous Women"
704;"Woody Allen";"Stories"
705;;"London A-z"
706;;"Set Of Hansard"
707;"Geoffrey Chaucer";"The Collected Works"
708;"William James";"The Variety Of Religious Experiences"
709;"Charles Dickens";"Christmas Carol"
710;;"Homer - An Indian Paper Edition (to Translate)"
711;"Hermann Hesse";"Demian"
712;"E.m Forster";"A Passage To India"
713;"Richard Carlson";"Stop Thinking, Start Living"
714;"Lawrence Goldman";"Oxford Dictionary Of National Biography"
715;"James Gillray";"Reproductions Of Works"
716;"Derek Jarman";"Derek Jarman's Garden"
717;"Mahatma Gandhi";"The Collected Writings"
718;"John Burnside";"Wild Reckoning, An Anthology Provoked Rachel Carson's Silent Spring By"
719;"Richard Brautigan";"Sombrero Fallout"
720;;"A Compendium Of The World's Best Science Fiction"
721;"Clifford Ashley";"Ashley's Book Of Knots"
722;;"Book Of Short Stories"
723;"Blaise Pascal";"Pensees"
724;"Epictetus";"The Collected Works"
725;"J B Morton";"Complete Works Of Beachcomber"
726;"Beachcomber";"The Complete Works"
727;"Francis M Cornford";"Microcosmographia Academica"
728;;"Sanskrit Dictionary"
729;"Libbie Henrietta Hyman";"The Invertebrates"
730;"John Livingstone Lowe";"The Road To Xanadu"
731;"Charles Dickens";"Any Book"
732;"Pedro Juan Gutierrez";"Dirty Trilogy Of Havana"
733;"Engelbert Humperdinck";"What's In A Name?"
735;"John Keegan";"The Works Of Historian John Keegan: The First World War The Second World War Collected Into One Volume"
736;;"The Koran (in Arabic And English)"
737;"Kenneth Williams";"Diaries"
738;;"World Atlas, Extended"
739;"Robert Louis Stevenson";"Treasure Island Kidnapped As One Volume"
741;"Richard Burton";"Translation Of The Arabian Nights"
742;;"Blank Book And Pens"
743;"Charles Dickens";"Nicholas Nickleby"
744;"Robert Caro";"The Years Of Lyndon Johnson"
745;"Geoffrey Willans";"Molesworth"
746;"Lewis Carroll";"The Complete Works"
747;;"Propylaen Kunstgeschichte - The History Of Art"
748;"Jane Austen";"Mansfield Park"
749;"John Cowper Powys";"A Glastonbury Romance"
750;"Helmut Newton";"Sumo"
751;"Bach";"The Complete Works"
752;"Ernest Hemingway";"1st Edition Of 49 Stories"
753;"Alain Robbe-grilles";"Repetition"
755;;"The New Oxford Book Of English Verse"
756;"Christopher Brickell";"The Rhs A-z Encyclopaedia Of Garden Plants"
757;"Henry Longhurst";"The Essential Henry Longhurst"
758;"Mary Norton";"The Borrowers"
759;"Patrick O'brien";"The Complete Works"
760;"P G Wodehouse";"A Pelican At Blandings"
761;"John Buchan";"The Four Adventures Of Richard Hannay: The 39 Steps, Greenmantle, Mr Standfast, The Three Hostages"
762;"Brendan Kennelly";"Glimpses"
763;"Prof Paul Fussell";"The Great War And Modern Memory"
764;"Charles Dickens";"Barnaby Rudge"
765;"Frank Mccourt";"Angela's Ashes"
766;"Giovanni Battista Piranesi";"The Prisons (le Carceri): The Complete First And Second States"
767;"C S Lewis";"The Complete Chronicles Of Narnia"
768;"Gerard Manley Hopkins";"Major Works"
769;"Philippe Delerm";"La Premiere Gorgee De Biere Et Autres Plaisirs Minuscules"
770;"Anton Chekhov";"Short Stories"
771;;"An English Translation Of The Koran"
772;"Wallace Earle Stegner";"All The Little Live Things"
773;"Robert Allen";"The Giant Book Of Mensa Puzzles"
774;;"A Dictionary Of Flora And Fauna"
775;;"A Chord Book Full Of Songs And Arias"
776;;"Yoga Manual"
777;"John Burroughs";"An Anthology Of Poems Which Include The Poem Waiting"
778;"W H Auden";"Collection Of Poems"
779;"William Faulkner";"The Sound And The Fury"
780;"Lawrence Durrell";"The Alexandria Quartet"
781;"Robert Service";"Anthology Of Poetry"
782;;"The National Hunt Form Book"
783;"Wallace Stevens";"Collected Poetry And Prose"
784;"Carl Barks";"The Complete Carl Barks Library"
785;"C S Lewis";"Out Of The Silent Planet"
786;"P G Wodehouse";"One Of The 'blandings' Novels"
787;"James Joyce";"Portrait Of The Artist As A Young Man"
788;;"A Concise Book Of Italian Verbs"
789;;"A Set Of Books On Roman Republican And Imperial Coinage"
790;;"Grove's Dictionary Of Music And Musicians"
791;"Anthony Bourdain";"Kitchen Confidential"
792;"Hans Golombek";"Capablanca's Hundred Best Games Of Chess"
793;"Anton Chekhov";"Collected Short Stories"
794;"Jacob Bronowski";"Ascent Of Man"
795;"Alan Fletcher";"The Art Of Looking Sideways"
796;"Elly Dekker";"Globes At Greenwich"
797;"Patrick O'brien";"The Aubrey And Maturin Series 20-volume Complete Hardcover Set"
798;;"Doesn't Read Books - Needs Notepaper And Pens To Write Recipes"
799;"Delia Smith";"Complete Cookery Course"
800;"Robert Caro";"The Master Of The Senate - The Years Of Lyndon Johnson (3rd Volume)"
801;"Ludwig Wittgenstein";"Philosophical Investigations"
802;"Joseph Heller";"Catch 22"
803;;"Canoe Craft"
804;"Samuel Pepys";"The Diary Of Samuel Pepys"
805;;"Original Prayer Book Without Any Amendments"
806;"Seamus Heaney";"Lifelines"
807;"Adrian Bell";"Corduroy (his Father's First Book)"
808;"Feynman";"Quantum Electro Dynamics Physics"
809;;"Oxford Anthology Of English Verse"
810;"Thomas Hardy";"Under The Greenwood Tree"
811;"Charles Mingus";"Beneath The Underdog"
812;"Thomas Harris";"The Silence Of The Lambs"
813;"James Boswell";"The Life Of Samuel Johnson"
814;"Nicos Kazantsakis";"Christ Re-crucified"
815;"A E Houseman";"A Shropshire Lad"
816;;"Huge Tome On Fauna And Flora"
817;;"Modern Chess Openings"
818;"Dylan Thomas";"Collected Poems 1934-52"
819;"D A Warrell";"Oxford Textbook Of Medicine"
820;;"Complete Oxford English Dictionary"
821;;"Combined Dictionary And Thesaurus"
822;"Bhagwan Shree Rajneesh";"Book Of Secrets"
823;"E B White";"The Collected Works"
824;"Aldous Huxley";"The Perennial Philosophy"
825;"Samuel Beckett";"Plays And Novels"
826;;"Book With Plain Pages"
828;;"Encyclopaedia Of Natural Medicine"
829;"Gustave Flaubert";"Letters"
830;;"A Huge Copy Of The Times Atlas"
831;"Sir Douglas Bader";"Reach For The Skies"
832;"Lady Longford";"Vol 1 Of Biography Of The Duke Of Wellington - Year Of The Sword"
833;"Michael Frayne";"The Fattest Book"
834;"Alain De Botton";"Proust: Time Regained"
835;;"A Giant Photo Album Of His Four Children And Grandchildren That Goes Back Over Twenty Years."
836;"John Betjeman";"Collection Of Poems"
837;;"His Diary Which He Has Kept Since He Was 18 - To Relive Life Since 1945"
838;"George Orwell";"Collected Essays"
839;"Barbara Tuckman";"Distant Mirror"
840;"Enrico Caruso";"My Method Of Singing"
841;"Willy Messerschmitt";"Book About How To Build A Plane Out Of Palm Fronds And Coconut Fibre"
842;"Flavius Josephus";"The Complete Works"
843;"Wallace Stevens";"The Collected Works"
844;"Dr Samuel Johnson";"The Lives Of The Poets"
845;"Anthony Trollope";"The Warden"
846;;"Book On Zoology"
847;;"A Book On Celestial Navigation"
848;"James Baldwin";"Notes Of A Native Son"
849;"Shelby Foote";"History Of The American Civil War"
850;"Frances A Yates";"The Art Of Memory"
851;"Sigmund Freud";"Interpretation Of Dreams"
852;"Michael Crichton";"Any Book"
854;"Hugh Kingsmill";"The High Hill Of The Muses"
855;"Henry James";"Portrait Of A Lady"
856;;"Field Guide To His Imaginary Island"
857;"Simon Jenkins";"England's Thousand Best Churches"
858;;"The Oxford Rhyming Dictionary"
859;"John Seymour";"The Complete Book Of Self-sufficiency"
861;"John Hadfield";"A Book Of Beauty"
864;"Patrick O'brien";"Master And Commander"
865;;"Anthology Of Verse"
866;"Jorge Luis Borges";"Complete Works"
867;"Norman Lindsay";"The Magic Pudding"
868;"Frank Dalby Davison";"Dusty"
869;"Thomas Hardy";"Complete Works"
870;"E E Cummings";"Complete Book Of Poetry"
871;"R S Timmis";"Horse Management"
872;;"The Book Of Lempster (old Irish Textbook Currently In The Hague)"
873;"Richard Gregory";"Companions To The Mind"
874;"Mort Rosenslum";"Olives: The Life And Love Of A Noble Fruit"
875;"John O'donohue";"Eternal Echoes"
876;"Charles Dickens";"A Tale Of Two Cities"
877;"S J Perelman";"Crazy Like A Fox"
878;"Francis Palgrave";"Palgrave's Golden Treasury"
879;"Jose Bergua";"An Anthology Of Poetry - 'las Mil Mejores Poesia' Dela Lengua Castellana"
880;"Frederico Garcia Lorca";"Collected Poetry"
881;"William Shakespeare";"Translation In Either German, Italian Or Czech"
882;;"Bible In German"
883;;"Foreign Translation Of A Long English Novel"
884;;"Guinness Book Of Pop"
885;"Bill Bryson";"The Lost Continent"
886;"Beatrix Potter";"Collection"
887;;"Volume On Elementary Calculus"
888;"Raoul C Faure";"The Spear In The Sand"
889;"Lewis Carroll";"The Adventures Of Alice"
890;"George Lampton";"Men And Horses I Have Known"
891;"Charles Lindbergh";"The Spirit Of St Louis"
892;"John Buchan";"The Thirty-nine Steps"
894;;"Beautifully Bound Blank Book"
895;;"Blank, Lined Book"
896;"Richard Bach";"Jonathan Livingstone Seagull"
897;;"(the New) La Rousse Encyclopaedia Of Mythology"
898;"J Meade Falkner";"Moonfleet"
899;"Sir Michael Howard";"The Franco Prussian War - The German Invasion Of France 1870-1871"
900;"James Joyce";"Finnegan's Wake"
901;"Steve Johnson";"Everton - The Complete Record"
902;;"History Of Viticulture, With Instructions On How To Make Wine"
903;"Roger Scruton";"The Aesthetics Of Music"
904;;"Book On Astronomy"
905;"Ernst Bloch";"Principle Of Hope"
906;"William Blake";"The Collected Works"
907;;"Blank Sheets To Write His Thoughts On Imagination And Memory"
908;"Joseph Needham";"Science And Civilisation In China"
909;"William Wordsworth";"The Prelude"
910;"Douglas Hofstadter";"Godel, Escher, Bach"
911;"Isaac Walton";"The Complete Angler"
912;"Geoffrey Grigson";"Anthology: The English Year"
913;"A E Houseman";"The Collected Works"
914;;"Flora And Fauna Of A Tropical Desert Island"
915;;"Times Atlas Of World History"
916;;"Collection Of Landscape Pictures (with Book)"
917;"Sean O'casey";"The Collected Works"
918;"Bach";"Collected Piano Works"
919;"Edith Sitwell";"The Atlantic Book"
920;"Andrea Palladio";"Four Books Of Architecture"
921;"Aldous Huxley";"Ends And Means"
922;"Monty Python";"The Complete Monty Python Television Scripts"
923;"Ripley";"Ripley's Believe It Or Not"
924;"Percy Shelley";"Poetical Works Of Shelley"
925;"Dante Alighieri";"English Translations And Original Italian Works"
926;"Gary Larson";"Collective Cartoons"
927;"Frank J Tipler";"The Physics Of Immortality"
928;"Mirza Ghalib";"Complete Works"
929;"Lawrence Norfolk";"Lempieres' Dictionary"
930;"P C Wren";"Beau Jeste"
931;"Athol Fugard";"Unpublished Notes"
932;"Emile Massal";"Edible Plants Of The South Seas"
933;"Jean Renoir";"The Notebooks Of Captain Georges"
934;"Tammy Wynette";"Stand Your Man By"
935;"Vincent Price";"Vincent Price's Cookery Book"
936;;"Macmillan Dictionary Of Art"
937;"Omar Khayyam";"The Collected Works"
938;"Omar Khayyam";"The Rubaiyat"
939;"Walter Scott";"Ivanhoe"
940;;"Encyclopaedia Of How To Survive"
941;"Mark Twain";"Adventures Of Tom Sawyer"
942;"David Hume";"Enquiry Concerning Human Understanding And The Principles Of Morals"
943;;"His Wedding Photo Album"
944;"Salman Rushdie";"The Moor's Last Sigh"
945;"Daniel Boorstin";"The Discoverers"
946;"H G Wells";"History Of The World"
947;;"Volume Of Reproductions Of Paintings"
948;"Michel De Montaigne";"Essays"
949;;"A Self-learn Italian Book (slowly)"
951;"Bernard Cornwell";"Sharpe's Eagle"
952;"Sir Ernst Gombrich";"The Story Of Art"
953;"Brian Groombridge";"Global Biodiversity"
954;;"500 Year Ahead Calendar And Appointment Book"
955;;"A Book On How To Build A Boat"
956;;"Manual On Practical Engineering"
957;;"The New York Phone Book"
958;"Barbara Ann Kipfer";"14,000 Things To Be Happy About"
959;"William Shakespeare";"Hamlet (1897 Edition)"
960;"Pierre Teilhard De Chardin";"The Phenomenon Of Man"
961;"Marcel Proust";"Complete Works"
962;"G A Henty";"Through Russian Snows"
963;"Hoffman";"Tales"
964;"Sir Peter Meddower";"Pluto's Republic"
965;;"A Book With Pictures (of Pretty Women)"
967;;"Times Atlas Of The World"
968;;"How To Swim"
969;;"R.c.t.s. History Of Great Western Railway Engines"
970;"William Langland";"Piers Plowman (in Middle English)"
971;"Herge";"King Ottokar's Sceptre (the Adventures Of Tin Tin)"
972;"Marcel Proust";"Du Cote De Chez Swann"
973;;"A Guide To The Universe (astronomy)"
974;"Pablo Neruda";"Canto General"
975;"T H White";"The Sword In The Stone"
976;"Hewlett Johnson";"The Socialist Sixth Of The World"
977;"Dr Samuel Johnson";"Dr. Johnson's Lexicographic Works"
978;"P G Wodehouse";"The Jeeves Omnibus"
981;;"The Complete Boatbuilder's Book"
982;"Eugene Delacroix";"Journal De Eugene Delacroix"
983;"Thomas Mann";"Joseph And His Brothers"
984;"Branch Taylor";"Parting The Waters"
985;;"Apophthegmata Patrum (early Writing Of Egyptian Fathers)"
986;"Martin Gilbert";"Biography Of Churchill"
987;"John Steinbeck";"The Grapes Of Wrath"
988;;"Encyclopaedia Of The Libretti Of All The Well-known Operas"
989;"Franz Schubert";"Songs From The 1880s With Piano Accompaniment"
990;"Constance Spry";"The Cookery Book"
991;"Rudyard Kipling";"Book Of Verse"
992;;"A Chess Strategy Book (in Brail)"
993;;"Times Atlas Of The Night Sky"
994;"Mervyn Peake";"Gormenghast"
995;;"The Oxford Book Of Quotations"
996;;"The Oxford Book Of Verse, Especially 'apologia' (newman)"
997;"Lord David Cecil";"The Life Of Lord Melbourne"
998;"P G Wodehouse";"Omnibus Of Golfing Stories"
999;;"A Latin Primer"
1000;;"Dictionary Of Musical Themes"
1001;;"A Book About Warfare"
1002;"Gary Larson";"Prehistory Of The Far Side"
1003;"Ernest Hemingway";"Essential Hemingway"
1004;;"Eagle Annual"
1005;;"The Oxford Anthology Of Modern Poetry"
1006;"Rudi Blesh";"Buster Keaton Biography"
1007;"Samuel Taylor Coleridge";"The Collected Works"
1008;"Primo Levi";"If This Be A Man"
1009;"Karl Jung";"Memories, Dreams And Reflections"
1010;"Rinpoche";"Tibetan Book Of Living And Dying"
1011;"P G Wodehouse";"Mr Mulliner's Memoirs"
1012;"Patrick Moore";"An Astronomy Book"
1013;"John Betjeman";"Collected Poems"
1014;"Marion Zimmer Bradley";"The Myths Of Avalon"
1016;"Paul Kennedy";"Rise And Fall Of The Great Powers"
1017;;"Beano Annual 1974"
1018;"Gilbert White";"The Natural History Of Selborne"
1019;"Hector Berlioz";"Memoirs"
1020;"Evelyn Waugh";"Vile Bodies"
1021;;"Life Of John F Kennedy"
1022;;"Complete Cambridge Histories"
1023;"D.h. Lawrence";"Sons And Lovers"
1024;"J R R Tolkien";"The Hobbit"
1025;;"Welsh-english Dictionary"
1026;"Johann Wolfgang Goethe";"Goethe's Poems"
1027;"Aleksandr Pushkin";"Works, Prose And Verse"
1028;"Anthony Powell";"Valley Of Bones"
1029;"James Thurber";"Selected Works"
1030;;"Anthology Of Russian, American English Stories"
1031;"Raymond Chandler";"Lady In The Lake"
1032;"Anthony Trollope";"The Small House At Allington"
1033;;"A Gardening Book"
1034;"Gorden Kaye";"This Is Your Life"
1035;;"Bound Volumes Of The Engineer Magazine"
1037;;"1515-1985 British Music Theatre Book"
1038;"William Blake";"Songs Of Innocence And Experience"
1039;;"Dictonary Of English Quotations"
1040;"Jonathan Swift";"Gulliver's Travels"
1041;"Iqbal";"Bang-e Dara"
1042;"Andre Malraux";"The Voices Of Silence"
1043;"Thomas Mann";"Dr. Faustus"
1044;"Anthony Trollope";"They Way We Live Now"
1045;"Robert Burns";"The Collected Works"
1046;"James Stephens";"The Crock Of Gold"
1047;"Fernand Point";"Ma Gastronomie"
1048;;"Anthology Of Poems"
1049;"Marcel Proust";"A Title In French"
1050;"C S Lewis";"Sagittarius Surviving"
1051;;"Book Of Modern Poetry"
1052;"J B Priestley";"Collected Plays"
1054;"Paul Scott";"Raj Quartet"
1055;"Judi Dench";"A Talking Book"
1056;;"A Book Of Greek Poetry"
1057;"Richard Rorty";"Contingency, Irony Solidarity"
1058;"Donal O'sullivan";"The Life Times And Music Of An Irish Harper"
1059;;"A Tropical Plant Book In Italian With English Gloss"
1061;"John Le Carre";"Smiley's People"
1062;"Charles Dickens";"Mystery Of Edwin Drood"
1065;;"Books Identifying Birds And Fish"
1066;"Saint Augustine";"City Of God"
1067;"Hermann Hesse";"Reflections"
1068;"Sir David Napley";"Great Murder Trials Of 20th Century"
1069;"Robert Graves";"Anthology Of Verse"
1070;"Bernard Maclaverty";"Short Stories"
1071;"Asimov";"Guide To Science"
1072;;"1946 Wisden Almanack For Cricketers"
1073;"Prigogine";"Non-equilibrium Thermo Dynamics"
1074;"Raine Maria Rilke";"Collected Poems"
1075;"Benny Green";"Let's Face The Music"
1076;"Ronald Blythe";"Akenfield"
1077;"Alison Plowman";"Caroline And Charlotte"
1078;;"Encyclopaedia Of Species Of Fish Of The World"
1079;"Victor Gollancz";"A Year Of Grace"
1080;"Sid Chaplin";"Smell Of Sunday Dinner"
1081;"Peter Matthiessen";"At Play In The Fields Of The Lord"
1082;"Wilkie Collins";"The Moonstone"
1084;"Caryl Brahms";"No Bed For Bacon"
1085;;"Teach Yourself Japanese Phrase Book"
1086;"Guy De Maupassant";"Short Stories"
1088;"Jacob Burckhardt";"History Of The Renaissance"
1089;"Capability Brown";"A Title"
