1;"Maya Angelou";"I Know Why The Caged Bird Sings"
1090;;"Old Testament In Hebrew Greek"
1091;"Karl Marx";"Das Kapital"
1092;;"Volume Of The Works Of The Impressionist Painters"
1093;"Richard Aldington";"A Dream In The Luxembourg"
1094;"Alistair Fraser";"Fraser's Horse Book"
1095;"James Thurber";"A Volume"
1096;"Lord Byron";"Don Juan"
1097;"Billy Connolly";"Collected Scripts"
1098;;"Two Photographs (one Of Wife; One Of 1928 Blackburn Rovers Team)"
1099;"Virgil";"The Collected Works"
1100;"John Foxe";"Book Of Martyrs"
1101;;"The Guinness Book Of Records"
1102;;"His Own Anthology Of Poems"
1103;"Benny Green";"A Compilation"
1104;;"The Oxford Book Of Twentieth-century Verse (selected By Philip Larkin)"
1105;;"Opera Di M. Bartolomeo Scappi (recipe Book Of Pope's Chef In 1525)"
1106;;"The Biggest Value Of Pure Maths"
1107;"P G Wodehouse";"Uncle Fred In Springtime"
1108;"R H Tawney";"Essays On Equality"
1109;"P J O'rourke";"Republican Party Reptile"
1110;"Homer";"The Works"
1111;"W A Poucher";"The Lakeland Peaks (photographs)"
1112;"Peter Wright";"Spycatcher"
1113;"William Hazlitt";"Collected Essays"
1114;"Dr Samuel Johnson";"The Dictionary"
1115;;"The Dictionary Of Trees And Shrubs"
1116;"Walter Scott";"The Antiquary"
1117;;"Blank Sketchbook Or Journal"
1118;;"Compiled Anthology Of English Poetry"
1119;"J B Priestley";"The Complete Works"
1120;"Curnonsky";"Cuisine Et Vins De France"
1121;;"The Michelin Guide To France"
1122;"Robert Bontine Cunninghame Graham";"A Vanished Arcadia"
1123;"Ferdinand Ossendowski";"Beasts, Men And Gods"
1125;;"A Book On Plato"
1126;"Jim Swanton";"Barclays World Of Cricket"
1127;"Hugh Johnson";"Pocket Wine Book 1987"
1128;"Elizabeth David";"An Omelette And A Glass Of Wine"
1130;;"A Cricketing Almanac"
1132;"Fyodor Dostoyevsky";"Crime Punishment"
1133;"Leonardo Da Vinci";"The Complete Works"
1134;"H G Wells";"A Quartet Of Comedies"
1135;"Thomas Wolfe";"Look Homeward, Angel"
1136;"Robert Graves";"Collected Poetry"
1137;;"Book On Flora Fauna On The Island"
1138;;"Handbook Of Physics"
1139;;"Boy Scout Manual"
1140;"H G Wells";"Anthology Including The History Of Mr Polly"
1141;"H E Bates";"The Modern Short Story"
1142;"Louis-ferdinand Celine";"Death On The Installment Plan"
1143;;"The Good Food Guide"
1144;"Arthur Pink";"Commentary On The Bible"
1145;"E.m Forster";"Works"
1146;"Ruth Prawer Jhabvala";"Works"
1147;"Anne Rice";"Interview With A Vampire"
1148;;"Webster's International Dictionary"
1149;;"The Exchange Mart"
1150;;"Cricket Annuals: 1920 Onwards"
1151;"J P Donleavy";"The Destinies Of Darcy Dancer, Gentleman"
1152;;"Joke Book"
1153;"A C Bradley";"Shakespearean Tragedy"
1155;"Sir Arthur Conan Doyle";"A Number Of Sherlock Holmes Novels"
1156;;"Mail Order Catalogue"
1157;;"Partridge's Dictionary Of Slang"
1158;;"Manual On How To Swim"
1159;"Joseph Campbell";"The Hero With The Thousand Faces"
1160;"Frederick Bodmer";"The Loom Of Language"
1162;;"Blank Pages"
1163;"Endre Ady";"Collected Poems"
1164;;"The Oxford Companion To English Literature"
1165;"Benny Green";"The Wisden Anthology Of Cricket"
1166;"R G Collingwood";"The Principles Of Art"
1167;"P G Wodehouse";"Collection Of Jeeves Wooster Stories"
1168;;"Set Of Wisden Almanack"
1169;;"A Book Of Quotations"
1170;"Connie Clausen";"I Love You, Honey, But The Season's Over"
1171;;"11th Edition Of Encyclopaedia Britannica"
1172;"G.k. Chesterton";"Anthology"
1173;"James Herriot";"Omnibus Of Books"
1174;"James Boswell";"A Journal Of A Tour To The Hebrides"
1175;"Moliere";"Complete Plays"
1176;;"Book On Pure Mathematics"
1177;"Paul Brunton";"The Inner Reality"
1178;"Auguste Rodin";"The Cathedrals Of France"
1179;"Esther Meynell";"La Petite Chronique D'anna Magdalena Bach"
1180;;"Complete Webster's English Dictionary"
1181;"Louis Saulnier";"Le Repertoire De La Cuisine"
1182;;"One Year Of Issues Of The Times"
1183;"Gerard Manley Hopkins";"Poetry"
1184;"Duke Ellington";"Music Is My Mistress"
1186;;"Diary"
1187;;"Compendium Of Wines"
1188;"Dave Brubeck";"Musical Arrangements"
1189;"William Blake";"The Complete Works"
1190;;"Phone Book"
1192;;"The New Grove Dictionary Of Music Musicians"
1193;"John Keats";"Letters"
1194;"Mortimer J Adler";"Great Treasury Of Western Thought"
1195;;"Book Of Quotations"
1196;"George Bernard Shaw";"Political Works And Music Criticism"
1197;"Italo Calvino";"If On A Winter's Night A Traveller"
1198;"Evelyn Waugh";"Brideshead Revisited (in Greek)"
1199;;"Scrapbook Of Poetry"
1200;;"A Year's Supply Of The Exchange Mart"
1201;"Flann O'brien";"The Complete Works"
1202;"E F Benson";"Lucia Novels"
1203;;"Collection Of 16th And 17th Century English Poetry"
1204;"Geoffrey Chaucer";"The Complete Works"
1205;"E.m Forster";"A Book"
1206;"Louis Bruggeman";"Tropical Plants And Their Cultivation"
1207;"John Julius Norwich";"Britain's Heritage"
1208;"Laurie Lee";"I Can't Stay Long"
1209;"Beethoven";"Letters"
1210;;"Colour Reproduction Of Renaissance Artists"
1211;;"The Admiralty Seamanship Manual"
1212;"A E Ellis";"The Rack"
1213;"Giorgio Vasari";"Lives Of The Artists"
1214;"Jan Morris";"Pax Britannica"
1215;"Tom Sharpe";"The Throwback"
1216;;"The Methodist Hymn Book"
1217;"Edmond Goncourt";"Journal"
1218;"Julia Childs";"Cookery Book"
1219;;"Comprehensive World Airways Timetable"
1220;"Sir Banister Fletcher";"A History Of Architecture On The Comparative Method"
1221;"William Shakespeare";"The Collected Works"
1222;;"Pear's Cyclopaedia"
1223;"Sir Anton Dolin";"Friends And Memories"
1224;;"Field Guide To The Birds Of The Island"
1225;"Beethoven";"Piano Sonatas"
1227;;"Anthology Of Humour"
1228;"Jeremy Taylor";"Holy Living And Holy Dying"
1229;;"Personally Compiled Anthology"
1230;"Linda Mccartney";"Linda's Pictures"
1232;;"Crossword Puzzles And Pencils"
1233;;"Piano Manual"
1234;"Lord Tennyson";"Complete Works"
1235;;"Book With Blank Cork Pages"
1236;;"Gardening Manual"
1237;;"Books About Gardening, Painting And Boat Handling"
1238;"Vladimir Nabokov";"Ada"
1240;"Dr Samuel Johnson";"Writings"
1241;"Wilbur Smith";"Eagle In The Sky"
1242;"Emily Dickinson";"The Complete Works"
1243;"Martin Ross";"Experiences Of An Irish Rm"
1244;;"History Of Orient Football Club"
1245;"James Clavell";"Nobel House"
1246;;"Boy Scout Hand Book"
1247;"John Donne";"Meditations Upon Our Human Condition"
1248;"Arianna Stassinopoulos";"Maria"
1249;"T C Mcluhan";"Touch The Earth"
1250;"Bernard Darwin";"The World That Fred Made"
1251;"Louis Untermeyer";"Collin's Albatross Book Of Verse"
1252;"Pauline Reage";"The Story Of O"
1253;"Ernest Hemingway";"Collected Works"
1254;"Robert Louis Stevenson";"As Many Works As Possible"
1255;;"Times Concise Atlas"
1256;"E T Whittaker";"A History Of Craven"
1257;"James Agate";"Ego"
1258;"Sir Winston Churchill";"Collected Speeches"
1259;"Fred Uhlman";"Reunion"
1260;"James Clavell";"Shogun"
1261;;"Golf Instruction Book"
1262;"David Attenborough";"Life On Earth"
1263;"Rabindranath Tagore";"Poems"
1264;"A S Neill";"Summerhill"
1265;"John Scarne";"Card Games"
1266;"Yokoi";"The Golden Man"
1268;;"Modern Wooden Yacht Construction"
1269;"Alban Butler";"Lives Of The Saints"
1270;"Carl Sandburg";"Abraham Lincoln"
1271;"John Wyndham";"Novels"
1272;;"Teach Yourself Mathematics"
1273;;"1001 Gems Of English Poetry"
1274;"Alan Watts";"The Wisdom Of Insecurity"
1275;"Stanley Dance";"The World Of Duke Ellington"
1276;"Roger Martin Du Gard";"Les Thibault"
1277;"P G Wodehouse";"Three Early Novels"
1278;;"Elizabethan Lyrics From Songbooks And Dramatists"
1279;"Thomas Mallory";"Le Morte D'arthur"
1280;"Otto Preminger";"Autobiography"
1281;;"Scrapbook"
1282;;"Baha'i Prayer Book"
1283;"Jorge Luis Borges";"Labyrinths"
1284;"Helen Gardner";"The New Oxford Book Of English Verse"
1285;"Cyril Connolly";"The Unquiet Grave"
1286;;"His Diaries To Date"
1287;"P G Wodehouse";"The World Of Jeeves"
1288;"Yuarroros";"The Poetry"
1289;"Henry James";"Novels"
1290;"Colette";"Earthly Paradise"
1291;"Leslie Greenwood";"Flowers Of The World"
1292;"Ed Mcbain";"Streets Of Gold"
1293;;"His Visitors' Book"
1295;"George Meredith";"The Egoist"
1296;"Evelyn Waugh";"Selection Of Novels"
1297;"John Bunyan";"Pilgrim's Progress"
1298;"Alistair Maclean";"Where Eagles Dare"
1300;;"The National Dictionary Of Biography"
1301;"Raymond Chandler";"The Collected Works"
1302;"Idris Shah";"Collected Stories"
1304;;"Volume On Boat Building For Beginners"
1307;"Anna Sewell";"Black Beauty"
1308;"Charles Montagu Doughty";"Travels In The Arabian Desert"
1309;;"Set Of The Shell County Guides"
1310;"Hart Crane";"Poetry"
1311;"Emmanuel Kant";"Book On Philosophy"
1312;"Harold Macmillan";"Memoirs"
1313;"Stendhal";"The Charterhouse Of Parma"
1314;"Lord Byron";"The Complete Works"
1315;"Nevil Shute";"Trustee From The Toolroom"
1316;;"Book On Claude Monet"
1317;"George Bernard Shaw";"Music Criticisms 1888-89"
1318;"Voltaire";"Correspondence"
1319;;"Instrument-making"
1321;"Alvin Toffler";"Future Shock"
1322;;"Shorthand Instruction Book With Paper And Pens"
1323;"Guiseppe Verdi";"Letters"
1324;"William Gurney Benham";"Book Of Quotations"
1325;;"Blank Paper And Pencils"
1326;;"Book On Elementary Calculus"
1327;;"Atlas Of The Stars"
1328;;"Study Book Of Six Languages"
1329;"Pierre Louys";"Les Chansons De Bilitis"
1330;"Rudyard Kipling";"Collected Poetry"
1331;"Carl Giles";"Giles Cartoons"
1332;"W W Jacobs";"Stories"
1333;;"Comprehensive Book On Birds"
1334;;"British Army Survival Manual"
1335;;"The Boys' Own Annual For 1926"
1336;;"Large Blank Book With Pencils"
1337;;"Volume On Tropical Flora And Fauna"
1338;"Werner H Erhard";"Transcript Of The Erhard Seminar Training Course"
1339;"Charles Groves";"Grove's Dictionary Of Music And Musicians"
1340;;"Complete Book Of World Cookery"
1341;;"A Book About The Night Sky"
1342;"Dylan Thomas";"Under Milk Wood"
1343;;"Compendium Of World Philosophy"
1344;"Richard Jefferies";"Bevis: The Story Of A Boy"
1345;"Edward Lear";"The Complete Works"
1346;"Rudyard Kipling";"The Complete Works"
1347;"Baha' I Allah";"The Baha'i Revelation"
1348;"Mikhail Lermontov";"A Hero Of Our Time"
1349;"J L Carr";"The Harploe Report"
1350;"Francois-rene Vicomte De Chateaubriand";"Memoirs D'outre-tombe"
1351;;"English-spanish Dictionary"
1352;;"The Form Book"
1353;"Voltaire";"Candide"
1354;;"Poetry From Around The World"
1355;"Saunders Lewis";"The Complete Works"
1356;;"Film Directory"
1357;;"Gardeners' Yearbook"
1358;"George Macdonald Fraser";"Diary Of An Old Soul"
1359;;"The Art Of Modern French Cooking"
1360;"August Strindberg";"The Lyric Dramas Of Strindberg"
1362;"Erskine Childers";"The Riddle Of The Sands"
1363;"Hermann Bessmann";"The Best Of"
1364;;"Anthology Of English Poetry From 1400"
1365;"James Jones";"From Here To Eternity"
1367;;"Twenty-five Years Of New Yorker Cartoons"
1369;"Charles Baudelaire";"Les Fleurs Du Mal"
1370;"Hilaire Belloc";"The Collected Works"
1371;;"A Book On The Musical Plays Of The Last Century"
1372;;"Ontological Argument From St Anselm To Contempory Philosphers"
1373;;"Street Map Of London"
1374;"Nevil Shute";"Beyond The Black Stump"
1375;;"Russian Grammar"
1376;;"The Most Recent Publication Of Veterinary Medicine"
1377;"Oscar Wilde";"Ballard Of Reading Gaol"
1378;"Paul Klee";"The Seeing Eye"
1379;"Paul Klee";"The Nature Of Nature"
1380;;"Rhyming Dictionary"
1381;"John Henry Cardinal Newman";"Collected Sermons"
1382;"William Robinson";"The English Flower Garden"
1383;"Robert Browning";"The Collected Works"
1384;"Harold Robbins";"The Adventurers"
1385;"John Hillaby";"Journey Through Britain"
1386;;"Crossword Book"
1387;"Axel Munthe";"Story Of San Michele"
1388;"Walt Kelly";"Pogo Comic Strips"
1389;;"Work On Botany"
1390;"Karlheinz Stockhausen";"The Score Of Gruppen"
1391;"Edward Thomas";"Collected Poems"
1392;"Auguste Escoffier";"Ma Cuisine"
1393;"R S Surtees";"Mr Sponge's Sporting Tour"
1394;;"Men And Animals, A Book In Italian"
1395;"Ernest Hemingway";"Volume Of Short Stories"
1396;"Brigid Brophy";"The Adventures Of God In Search Of The Black Girl"
1397;"W. Somerset Maugham";"Short Stories"
1398;"Rudyard Kipling";"Puck Of Pook's Hill"
1399;;"Collection Of Welsh Poetry"
1400;"Sheridan Le Fanu";"The House The Churchyard By"
1401;;"Biography Of Leonardo Da Vinci"
1402;"James Fisher";"Funny Way To Be A Hero"
1403;;"Bradshaw's Railway Timetable"
1404;;"Volume Of Crossword Puzzles"
1405;"Burke";"Landed Gentry"
1406;"Roland Holst";"Poetry"
1407;;"Volume On Chess Championship Play"
1408;"Mark Van Doren";"Anthology Of World Poetry"
1409;;"Bound Volume Of Punch From The 1960s"
1410;;"Timetable Of Passing Steamers"
1411;;"Transcript Of The Watergate Hearings"
1412;"P G Wodehouse";"Short Stories"
1413;;"Penguin Book Of Quotations"
1414;;"Blank Paper And A Typewriter"
1415;"W. Somerset Maugham";"Short Stories Of Somerset Maugham"
1416;;"History Of Mankind"
1417;"Henri Charriere";"Papillon"
1419;"Gustave Kobbe";"Complete Opera Book"
1420;"Leslie Thomas";"The Virgin Soldiers"
1421;;"Language Courses"
1422;"George Bernard Shaw";"Prefaces"
1423;"Harvey Allen";"Anthony Adverse"
1424;;"Book On Plant Genetics"
1425;;"Work On Astronomy"
1426;"Bach";"48 Preludes And Fugues"
1427;;"Encyclopaedia Of Gardening"
1428;"Leonide Massine";"The Theory Of Choreography"
1429;"Emlyn Williams";"The Corn Is Green"
1430;"Robertson Hare";"Yours Indubitably"
1431;;"His Own Autobiography"
1432;"Stanley Elliott";"The European Settlement Of North America"
1433;"Ernest Hemingway";"Death In The Afternoon"
1434;"Floyd Carter";"Route 69"
1435;;"Encyclopaedia Of Ancient Civilisations"
1436;"A.a. Milne";"The House At Pooh Corner"
1437;"Franz Schubert";"Lieder"
1438;"Sir Winston Churchill";"Autobiography"
1439;"Georgette Heyer";"Novels"
1440;"Phyllis Thompson";"London Sparrow"
1441;;"Any One From His Library"
1442;;"Back Numbers Of The Reader's Digest"
1443;;"Set Of Wisden"
1444;"Peter Daubeny";"My World Of Theatre"
1445;;"The Spotlight Casting Directory"
1446;"John Donne";"Poems"
1447;"George Herbert";"Poems"
1448;;"A Selection To Sample"
1449;"Agatha Christie";"Novels"
1450;;"Book On Tropical Plants"
1451;"Henry David Thoreau";"Walden"
1452;"Charles Dickens";"A Christmas Carol"
1453;"Sir Thomas Browne";"Religio Medici"
1454;"Terry Thomas";"Filling The Gap"
1455;"Beatrix Potter";"Collected Works"
1456;"Konstantin Stanislavsky";"My Life In Art"
1457;"Cecil Taur";"Small Talk At Wrayland"
1458;"Colonel Dodge";"Hannibal"
1459;"Prosper Montagne";"Larousse Gastronomique"
1460;;"A Naturalist's Guide"
1461;"E T Whittaker";"A Course Of Modern Analysis"
1462;;"A Big Anthology"
1463;;"General Semantics"
1464;;"Dictionary Of Word And Phrase"
1465;;"Do-it-yourself Book"
1466;"Viscount Montgomery Of Alamein";"The History Of Warfare"
1467;;"Royal Horticultural Society Dictionary"
1468;;"Study Of Psychology"
1469;"W Macqueen-pope";"Gaiety, Theatre Of Enchantment"
1470;"Richard Jefferies";"The Story Of My Heart"
1471;;"Teach-yourself Encyclopaedia"
1472;"Ernest Bramah";"The Wallet Of Kai Lung"
1473;"John Skow";"Survey Of London (1598)"
1474;"Walt Whitman";"Leaves Of Grass"
1475;;"Airways Timetable"
1476;"Fyodor Dostoyevsky";"The Idiot"
1477;;"History Of England"
1478;;"Volume On Mathematical Logic"
1479;;"Paperback Detective Stories"
1480;"Charlie Chaplin";"My Autobiography"
1481;;"Anthology Of Modern British Poetry"
1482;"Mary Baker Eddy";"Books"
1483;"Henry Longhurst";"Books"
1484;"Jane Austen";"Novels"
1485;"St Francis Of Assisi";"The Mirror Of Perfection - The Praise Of Created Things"
1486;;"Manuals To Learn Foreign Languages"
1487;;"Copy Of Wisden That Records His First Tour Of Australia"
1488;"Sir Winston Churchill";"The Collected Works"
1489;"Saki";"Report To Greco"
1490;"Ivor De Wolfe";"Italian Townscape"
1491;"Ernest Bramah";"Books"
1492;;"Persian Dictionary"
1493;"James Michener";"The Source"
1494;"Jacques Paul Migne";"Patrologiae Curses Completus (221 Volumes)"
1495;"Dante Alighieri";"Works"
1496;"Henry Mancini";"Sounds And Scores"
1497;;"Advanced Book On Building Small Boats"
1498;"Cyril Connolly";"Complete Set Of Horizon"
1499;"Lupino Lane";"How To Be A Comedian"
1500;"W. Somerset Maugham";"Cakes And Ale"
1501;"W. Somerset Maugham";"The Razor's Edge"
1502;"W. Somerset Maugham";"The Circle"
1503;"William Warren Bartley";"Philosophic Works"
1504;"Geoffrey Godden";"Illustrated Encyclopaedia Of Pottery And Porcelain"
1505;"Plato";"Republic"
1506;"Ralph Edwards";"Dictionary Of English Furniture"
1507;"Damon Runyon";"Short Stories"
1508;"Dale Carnegie";"How To Win Friends And Influence People"
1509;"Charles Lamb";"The Essays Of Elia"
1510;"Nigel Dennis";"Cards Of Identity"
1511;;"Textbook On Advanced Mechanical Engineering"
1512;"Homer";"Collected Works"
1513;"E.m Forster";"His Favourite Novels"
1514;"Damon Runyon";"Collected Short Stories"
1515;"Robert Louis Stevenson";"Virginibus Puerisque"
1516;;"Press-cutting Albums"
1517;"Robert Burns";"Songs And Poems"
1518;"Hamilton";"Arts And Crafts Of The Maori People"
1519;;"Pear's Cyclopaedia"
1520;"Anthony Trollope";"The Duke's Children"
1521;;"Italian Language Course"
1522;"Soren Kierkegaard";"Journal"
1524;;"Manual Of Orchestration"
1525;;"Volume Of Reproductions Of Works By Dutch Painters"
1526;"T S Eliot";"Collected Works"
1527;"G E M Skues";"The Way Of A Trout With A Fly"
1528;;"Field Guide To Flora And Fauna On The Island"
1529;;"The Best Of Beachcomber"
1530;"Harold Robbins";"The Carpetbaggers"
1531;;"The Cambridge Natural History"
1532;;"Anthology Of 16th, 17th And 18th-century Poetry"
1533;"Charles Dickens";"Anthology"
1534;"Charles Dickens";"His Favourite Novels"
1535;"Arthur Waley";"Lady Muraski's The Tale Of Gengi"
1536;;"Webster's Dictionary"
1537;"James Back";"The Life Of Robert Burns"
1538;;"Think And Grow Rich And I'll Teach You Personality"
1539;"Matthew Henry";"Bible Commentary"
1540;"Charles Dickens";"His Favourite Works"
1541;"P G Wodehouse";"Golfing Stories"
1542;"Rabindranath Tagore";"Gitanjali"
1543;"G.k. Chesterton";"The Collected Works"
1545;"Evelyn Waugh";"Omnibus"
1546;"Thomas Merton";"Elected Science"
1547;"Eric Partridge";"A Dictionary Of Origins"
1548;"William Douglas-home";"Collected Plays"
1549;"F A Hornibrook";"The Culture Of The Abdomen: A Cure Of Obesity And Constipation"
1550;"John Bratby";"Breakdown"
1551;;"Navigational Manual"
1552;"E Boden";"Black's Veterinary Dictionary"
1553;"Roy Macgregor-hastie";"The Day Of The Lion"
1554;;"Omnibus Edition Of Surtees"
1555;"J B Priestley";"Margin Released"
1556;"Plutarch";"Lives"
1557;"Andre Maurois";"The Life Of Disraeli"
1558;;"A Hundred-and-one Things A Girl Can Do"
1559;;"Story Of The Marx Brothers"
1560;"Jim Clark";"At The Wheel"
1561;;"Biography Of Mahatma Gandhi"
1563;;"Volume Of Illustrations Of The English Countryside"
1564;"Louis Mumford";"Techniques And Civilization"
1565;;"Gray's Anatomy"
1566;;"Book About Sea Birds And Waders"
1567;;"The Norton Star Atlas"
1568;"Limberg";"The Ship"
1569;"Henry Williamson";"Tarka The Otter"
1570;;"Breviary"
1571;;"Le Petit Larousse Illustre"
1572;"Dorothy L Sayers";"Busman's Honeymoon"
1573;;"Volumes Of The Illustrated London News"
1575;;"Anthology Of 20th Century Verse"
1576;;"Selection Of Personal Letters"
1577;"Robert Burton";"The Anatomy Of Melancholy"
1578;"Max Gluckman";"Work On Anthropology"
1579;;"Everyman's Encyclopaedia"
1580;"Harold Barlow";"Dictionary Of Musical Themes"
1581;;"Telephone Directory"
1582;;"Instructions For Making A Still"
1583;;"Gardening Encyclopaedia"
1584;"Charles Dickens";"The Old Curiosity Shop"
1585;"H W Janson";"History Of Art"
1586;"Horace Vachell";"Quinneys"
1587;"Richard Wagner";"The Ring Cycle (the Score)"
1588;;"His Autobiography, Seventy Years A Showman"
1589;"Ford Madox Ford";"Ladies Whose Bright Eyes"
1591;"Naomi Mitchison";"The Corn King And The Spring Queen"
1592;"Frederick Marryat";"Masterman Ready"
1593;"Sophocles";"Collected Works In Greek"
1594;"Thomas Carlyle";"The French Revolution"
1595;;"English Grammar"
1596;"H Rider Haggard";"Books"
1597;"Jules Verne";"Books"
1598;;"A History Of Wales"
1599;;"Chambers' Encyclopaedia"
1600;"P G Wodehouse";"Some Novels"
1601;"H L Mencken";"Chrestomathy"
1602;;"Field Guide To The Island's Birds"
1603;;"Chinese Language Course"
1604;;"The Rules Of Patience"
1605;"O Henry";"Short Stories"
1606;;"The Rudiments Of Several Useful Languages"
1607;"Ivan Goncharov";"Oblomov"
1608;;"Large Blank Book"
1609;;"English Lyrics"
1610;;"Science For The Citizen"
1611;"Victoria Sackville-west";"Another World Than This"
1612;"Theodore Dreiser";"An American Tragedy"
1613;;"Large Anthology Of Poetry"
1614;"Walter De La Mare";"Memoirs Of A Midget"
1615;;"Pictures Of The English Countryside"
1616;"Thomas Erskine-may";"Parliamentary Practice"
1617;"Robert Frost";"Collected Poetry"
1618;;"Everybody's Handbook For Survival On A Desert Island"
1619;;"International Timetable Of Ships And Trains"
1620;"James Hilton";"Goodbye Mr Chips"
1621;"Aldous Huxley";"Brave New World"
1622;"Leonardo Da Vinci";"The Drawings"
1623;"D.h. Lawrence";"Lady Chatterley's Lover"
1624;;"Horse And Hound"
1626;"Leslie Charteris";"The Saint"
1627;"George Macdonald";"Phantastes"
1628;;"Manual Of Astronomy"
1629;"Honore De Balzac";"Droll Stories"
1630;"Thomas Macaulay";"Critical And Historical Essays"
1631;;"Piano Tutor"
1632;"Johann Wolfgang Goethe";"Works"
1633;;"Book On Musical Theory And Composition"
1634;;"How To Play Your Best Golf All The Time"
1635;"Claude M Bristol";"The Magic Of Believing"
1636;"Charles Dickens";"Novels"
1637;;"Volume Of Short Stories"
1638;"Tamara Karsavina";"Theatre Street"
1639;"C.s. Forester";"Omnibus Edition Of Hornblower Stories"
1640;;"Jane's All The World's Aircraft"
1641;;"Do-it-yourself Boat-building Book"
1642;;"Nautical Almanac"
1643;"Edward Lear";"Nonsense Rhymes"
1644;;"Book On Tropical Birds"
1645;"Sir Arthur Eddington";"The Nature Of The Physical World"
1646;"Homer";"Original Greek Works"
1647;;"Book On One Of The World's Philosophies"
1648;"Edith Sitwell";"Anthology Of English Verse"
1649;;"Two Historical Novels"
1650;;"Collection Of Language Courses"
1651;"Edward Fitzgerald";"The Rubaiyat Of Omar Khayyam"
1652;;"History Of Cricket"
1653;"Giovannino Guareschi";"The Little World Of Don Camillo"
1654;"Leslie Baily";"The Gilbert Sullivan Book"
1655;;"London Telephone Directory"
1656;"Plato";"Work"
1657;"Burton Egbert Stevenson";"Book Of Quotations"
1658;"Isaac Newton";"Optics"
1659;;"Anthology Of Poetry, Some In French And German"
1660;"Alan Paton";"Cry, The Beloved Country"
1661;"W. Somerset Maugham";"Collected Short Stories"
1662;;"Gardening Dictionary"
1663;;"Back Numbers Of Motor Magazines"
1664;"H. L. Overstreet";"The Mature Mind"
1665;;"Ruff's Guide To The Turf"
